"app_id","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_03","I_04","ER_01","ER_02","I_05","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
5726,"0","SEP2005",0,"SM",18,1,"P",15,1,3,0.718,4,0.7823170479,50.3125,2,1,0,"3",0
5899,"0","SEP2005",0,"SE",19,1,"P",11,1,15,1.1,6,0.0134794503,70.78125,1.05,1,0,"3",2.96823529411765
5781,"1","SEP2005",0,"SC",18,1,"P",7.305,1.01,10,0,35,0.1290189573,52.765625,1.06,0,10.8999999999998,"5",2.64
5813,"0","SEP2005",0,"SO",18,1,"P",2,1.225,3,0,1,0,66.609375,1,0,36.09,"5",0
5864,"0","SEP2005",1140,"SA",55,1,"R",17,1,0,0,1,0,45.9453125,1.17,1,0,"3",2.25
5886,"0","SEP2005",0,"SA",19,1,"P",19,1.04,8.402,0,2,0.0760070037,52.6875,1.09,0,5.44999999999985,"5",2.35
5856,"0","SEP2005",0,"SO",19,1,"P",8,1.07,9,1,2,0.1441988512,31.9296875,1.12,0,29.4099999999999,"5",3
5729,"0","SEP2005",1,"SO",23,1.09,"R",16.3,1.01,0,1.8,5.28,0,36.984375,1.13,0,5.3599999999999,"5",2.34
5853,"0","SEP2005",1,"SO",26,1.30333333333333,"R",18,3,9.37,4,9.005,0.2739095436,44.203125,1.03,0,16.5199999999999,"5",2.28
5876,"0","SEP2005",0,"SA",18,1,"P",5,1.11,8,0,1,0.2245714711,84.953125,1,0,35.8704761904762,"5",2
5859,"0","SEP2005",0,"SD",26,0,"R",44,1,7.12,2.185,14.21,0.6047349665,52.25,1.17,1,0,"3",2.23
5942,"0","SEP2005",0,"SF",19,1,"P",36,1,10.8933333333333,0,19.32,0,81.984375,1.02133333333333,0,5.44999999999983,"5",2.37
5838,"0","SEP2005",0,"SA",18,1,"P",12.555,1.11,18,0,13,0.3409072198,68.203125,1.03,0,5.67999999999982,"5",2.2
5920,"0","SEP2005",500,"SN",20,1.47333333333333,"R",30,1,10.6,2.7,10.734,0.2173731797,24.0703125,1.15,1,0,"3",2.37
5744,"0","SEP2005",0,"SO",21,1,"R",26,1,0,1.87,7.26666666666667,0.084003459,58,1,1,0,"3",1
5821,"0","SEP2005",200,"SO",19,1,"P",17,1,12.3175,0.775,15.0314285714286,0,65.4375,1,1,4,"3",0.49
5749,"0","SEP2005",1,"SA",22,1,"P",8,1,11.93,2.62166666666667,17.6915,0.1147556114,71.21875,1.06,1,0,"3",2.96
5870,"0","SEP2005",0,"SB",18,1,"P",11.355,1.06,13.46,0.41,18.612,0.3730136137,63.5,1.05,0,0.0399999999998411,"5",2.66
6040,"1","SEP2005",1,"SO",17,1,"P",14.195,1.02,9.39625,0.6,4,0,61.1752734375,1.08,0,5.44999999999983,"5",2.33
6010,"1","SEP2005",0,"SM",18,1,"P",20,1,4,0.64,3,0,60.839384765625,1.07,1,0,"3",1.95
5980,"1","SEP2005",0,"SD",18,1,"P",3,1.17666666666667,0,0,3,0,67.0746119791667,1,0,17.36,"5",1
6106,"1","SEP2005",860,"SA",20,1,"P",24.1,1.39,9.87,5.99,2,0,75.65625,1.06,0,27.7399999999999,"5",2.45
5975,"1","SEP2005",0,"SO",18,1,"P",18.1469963369963,1.04,0,0,12.8733333333333,0.1611977471,79.828125,1.07133333333333,0,5.44999999999983,"5",1.91
6145,"1","SEP2005",100,"SB",19,1,"P",13,2,10.8033333333333,2,19.1966666666667,0.2125291438,54.09375,1,2,0,"3",1.15
6150,"1","SEP2005",0,"SC",19,1,"P",32,1,8,1,11.4266666666667,0.1505186004,53.015625,1.15,1,0,"3",2.24823529411765
5969,"1","SEP2005",1,"SA",34,1,"R",2,3,7.54,4,13.975,0.5591556225,54.6875,1,3,193,"3",1
6057,"1","SEP2005",1,"SO",18,1,"P",7,1,13.4768888888889,0,30.3463333333333,0,84.296875,1.05,1,0,"3",3
6132,"1","SEP2005",1000,"SO",20,1.45,"R",16.14,1.27,7.18,2.91,8.105,0,22.47265625,1.13,0,43.3399999999999,"5",2.24
6093,"1","SEP2005",1,"SB",30,1,"R",14.27,1.11,7.04,1.87,12.25,0,27.68359375,1.05,0,0.239999999999892,"5",2.16
6052,"1","SEP2005",0,"SB",21,1.06,"R",12.715,1.09,8.88,1.42,12.61,0,55.5390625,1.02,0,6.14999999999988,"5",2.17
6087,"0","SEP2005",0,"SE",19,1,"P",13.22,1.13,17,1.12,64,0.2449258757,84.203125,1.07,0,5.24999999999985,"5",2.56
6081,"0","SEP2005",1,"SO",18,1,"P",9.14,1.01,20,0,40,0.0695412369,61.1171875,1.03,0,7.01999999999982,"5",3.005
6072,"0","SEP2005",0,"SA",18,1,"P",9.665,1.04,13,0.299999999999999,41,0.1664528335,69.328125,1.03,0,5.51999999999982,"5",2.82
6074,"0","SEP2005",0,"SH",18,1,"P",3,1,16,1,23,0,63.828125,1,1,0,"3",2
6094,"0","SEP2005",2,"SO",18,1,"P",14.8016666666667,1.03,9,0,20,0,84.609375,1.01133333333333,0,5.44999999999983,"5",2.12
6043,"0","SEP2005",0,"SK",19,1,"P",16,1,7,0,19,0.9461563155,78.875,1.13916666666667,1,0,"3",1.99823529411765
6098,"0","SEP2005",0,"SO",20,1,"P",13,1,1,1,18,0.1400722545,39.9921875,1,0,183.269316770186,"5",1
5977,"0","SEP2005",0,"SO",21,4,"P",21,1,22,4,18,0.3155327998,31.48046875,1.18,1,0,"3",2.44
5953,"0","SEP2005",0,"SO",18,1,"P",7,1,1,1,15,0.0703830551,72.65625,1.21,1,0,"2",2.558
5992,"0","SEP2005",0,"SM",18,1,"P",5,1,18,1,13,0.4354588455,63.546875,1.16,1,0,"2",2.53771428571429
5963,"0","SEP2005",1,"SA",19,1,"P",12.04,1.09,0,0,15,0.1219960507,71.546875,1.02,0,12.8799999999998,"5",2.41
6127,"0","SEP2005",0,"SO",18,1,"P",66,1,0,0.201754385964912,11,0,84.625,1,1,0,"3",0
6053,"0","SEP2005",1,"SO",18,1,"P",20.0234285714286,1.03,5,0,9,0,28.03515625,1.07,0,5.44999999999985,"5",2.28
5957,"0","SEP2005",0,"SA",18,1,"P",11.993,1.11,9,0.2425,5,0.3197555793,45.2265625,1.06,0,11.7899999999998,"5",2.12
6026,"0","SEP2005",0,"SB",20,1,"P",13,2,1,1.74142857142857,6,0.2726092217,60.6328125,1,2,0,"3",1
6103,"1","SEP2005",200,"SA",20,1,"P",6,1,0,2,1,0,60.3671875,1,1,1,"3",2
6000,"0","SEP2005",0,"SN",19,2,"P",10,1,6.8,1,5,0.0422058514,59.0078125,2,1,888,"3",1
6014,"0","SEP2005",0,"SO",18,2,"P",9,1,10,0,4,0,41.2265625,1.02,1,0,"3",2.64688311688312
6069,"0","SEP2005",1,"SF",18,1,"P",63,1,2,0,3,0.0948953377,34.9765625,1.14,1,0,"3",1.752
5951,"1","SEP2005",0,"SH",18,1,"P",9,1,9.255,0.679318181818182,4,0.1698506065,59.3203125,1,1,0,"3",1
6152,"0","SEP2005",1,"SD",23,1,"P",13,2,10.75,5,19.0366666666667,0,19.4609375,1.02,1,0,"3",2.16
5989,"0","SEP2005",1,"SB",18,1,"P",38,1,2,0,11.035,0.7598279193,37.3046875,1,1,20,"3",0
6137,"1","SEP2005",0,"SC",18,1,"P",10.4,1.03,13.54,0.199999999999999,4,0.0109944994,76.1875,1.06,0,5.44999999999983,"5",2.6
6020,"0","SEP2005",0,"SA",23,1,"P",24,1,8.74,2,8.79,0.0970983577,34.4140625,1.11,0,59.7899999999999,"1",2.3
5984,"0","SEP2005",0,"SO",19,1,"P",12,1,10.0116666666667,0,17.331,0,63.1796875,1,0,16.42,"1",1
6067,"0","SEP2005",0,"SN",26,1,"R",3,1,9.59,4,14.6533333333333,0.0925056979,65.25,1.18,1,0,"2",2.46
6108,"0","SEP2005",0,"SE",19,1,"P",26,1.01,12.34,2,25.38,0.1016784317,84.359375,1.03133333333333,0,5.06999999999985,"5",2.61
6148,"0","SEP2005",1,"SO",39,1,"R",13.31,1.2,11.81,3.16,9.065,0.1605438357,42.15625,1.07,0,51.3199999999999,"5",3
6134,"0","SEP2005",0,"SD",20,1,"R",11.2,1.06,6.97166666666667,1.74,11.4033333333333,0.0735787053,33.53125,1,0,141.19,"5",1
6131,"0","SEP2005",0,"SC",27,1,"R",18,1.1,8.65,3.43,8.31,0.3840090036,30.703125,1.2,0,39.2999999999999,"5",2.44
6113,"0","SEP2005",200,"SO",20,1.16,"P",21.5914285714286,1.04,10.9,1.98,14.67,0,63.559609375,1.04,0,0.589999999999869,"4",2.37823529411765
6032,"0","SEP2005",0,"SH",22,2,"R",16.1866666666667,1.27,8.27,3.68,10.285,0.0554648906,37.125,1.06,0,86.7,"5",2.31
5979,"1","SEP2005",0,"SA",18,1,"P",41,1,25,0,63,0,63.359375,1.15,1,0,"3",2.285
6022,"1","SEP2005",0,"SB",18,1,"P",10,1.02,13,0,48,0,93.3125,1.03,0,12.6499999999998,"5",2.7
5961,"1","SEP2005",0,"SO",18,1,"P",4,1,22,0,30,0.0070651396,34.90625,1,1,0,"3",2
6039,"1","SEP2005",1,"SC",18,1,"P",40,1,18,0,28,0.3231277782,77.828125,1.11,1,0,"3",2.22
6088,"1","SEP2005",0,"SM",18,1,"P",7,1,12,0,27,0,67.328125,1.03,1,0,"3",3
6119,"1","SEP2005",0,"SB",24,1,"P",7,3,3,3,25,0,74.359375,1,1,249,"3",1
6109,"1","SEP2005",0,"SA",18,1,"P",2,1,7,0.180133333333333,19,0.4675532933,49.5859375,1.24,1,0,"3",2.14
6075,"1","SEP2005",0,"SO",19,1,"P",22,1,15,0,18,0,81.78125,1.01133333333333,1,0,"3",2.35823529411765
6121,"1","SEP2005",0,"SF",18,1,"P",7,1,23,0,18,0.1181562094,37.1484375,1.05,0,30.9599999999999,"5",3
6090,"1","SEP2005",1,"SH",18,1,"P",17.2236904761905,1,14,0,18,0.0377749591,49.046875,1.03,0,5.44999999999982,"5",2.48
6066,"1","SEP2005",1,"SA",18,1,"P",1,2,8,8,18,0.1166420083,66.265625,1,2,0,"3",1
6156,"1","SEP2005",1,"SO",18,1,"P",5,1.14,6,0.149999999999999,17,0.2511694385,91.8125,1,0,29.806875,"5",1
6077,"1","SEP2005",0,"SD",19,0,"P",10.8,1.05,11.35,0.79,15,0.0447614263,68.9375,1.03,0,5.44999999999984,"5",2.88
5987,"1","SEP2005",260,"SO",21,4,"P",2,3,2,3,16,0.1353759407,74.828125,1,3,2761,"3",1.92
5986,"1","SEP2005",0,"SD",21,1,"P",18,1,1,2,15,0.4572470756,53.9296875,2,1,0,"3",1
6017,"1","SEP2005",0,"SM",18,1,"P",12.1976666666667,1.05,11,0,15,0,78.515625,1,0,10.8999999999998,"5",0.12
6054,"1","SEP2005",0,"SN",23,1,"P",2,1,4,5,13,0,44.03125,1,1,182,"3",0.926666666666667
6064,"1","SEP2005",0,"SB",18,1,"P",41,1,14,0.652133333333333,16,0,82.3125,1.09133333333333,1,0,"3",2.075
6107,"1","SEP2005",1,"SH",18,0,"P",12.275,1.13,14,0,12,0,82.515625,1.02,0,12.8399999999999,"5",1.98
6033,"1","SEP2005",0,"SC",19,1,"P",6,1,19,1,12,0.1019636118,55.4765625,2,1,0,"3",1
6051,"1","SEP2005",0,"SO",19,0.93,"P",6,1,10,0,9,0.1676937789,63,1,1,0,"3",2
6115,"1","SEP2005",0,"SF",18,1,"P",10.175,1.06,6,0,20,0,90,1,0,25.425,"5",0
6005,"1","SEP2005",0,"SF",18,1,"P",14.2614761904762,1.01,3,0,10,0,83.234375,1.03133333333333,0,12.6999999999998,"5",2.045
5998,"1","SEP2005",0,"SC",18,1,"P",10.1723426573427,1.04,11.86,0,9,0.0762274351,83.078125,1.03,0,10.8999999999998,"5",2.19
6117,"1","SEP2005",0,"SN",19,1,"P",25,3,0,1,9,0.1874947059,20.0703125,1,3,0,"3",1.11
6129,"1","SEP2005",0,"SM",18,1,"P",2,1,13.325,0.135833333333333,8,0,81.84375,1.03642857142857,1,0,"3",2.20342857142857
6044,"1","SEP2005",0,"SO",18,1,"P",3,1,13,1,8,0.2994502513,39.4609375,1,1,0,"3",0
6011,"1","SEP2005",0,"SK",18,0,"P",8.88666666666667,1.20666666666667,14,0,8,0,88.15625,1,0,12.48,"5",1
6138,"1","SEP2005",0,"SD",18,1,"P",18,2,2,0,7,0,65.9375,1,2,0,"3",0.58
6078,"1","SEP2005",0,"SD",19,1,"P",38,1,5,1,6,0.0075369285,53.6015625,1,1,0,"3",0
6102,"1","SEP2005",0,"SO",16,0.82,"P",19.88,1.04,15,3.042,5,0,73.21875,1.05,0,0.599999999999878,"5",2.57
6007,"1","SEP2005",0,"SL",18,1,"P",17.4444761904762,1.01,16,0,6,0.2654860672,66.109375,1.05,0,5.44999999999982,"5",2.61
6135,"1","SEP2005",0,"SC",18,1,"P",10.2166666666667,1.02,5,0,5,0,50.8203125,1.07,0,12.7749999999998,"5",2.62
6407,"1","SEP2005",0,"SB",19,1,"P",33,1,27,1,44,0.3016025806,76.34375,1,1,0,"3",0
6310,"1","SEP2005",0,"SD",18,0,"P",9.435,1.07,13,0.118333333333333,41,0.2440012237,55.5625,1.03,0,7.53999999999983,"5",2.82
6417,"1","SEP2005",0,"SB",20,1,"P",6,5,20,3.2275,45,0,57.7421875,1,3,66,"3",0
6373,"1","SEP2005",0,"SO",34,1,"H",26,3,25,5.73,25,0.01211007,38.875,1,2,539,"3",1.17
6302,"1","SEP2005",0,"SA",19,1,"P",28,1,19,1.03544736842105,25,0.0081557165,60.890625,1,1,0,"3",0
6422,"1","SEP2005",1,"SO",19,0.99,"P",13,1,15,1,22,0.0877343181,42.59375,1,1,0,"3",1
6361,"1","SEP2005",0,"SM",19,1,"P",8.15,1.11,0,0,23,0,13.05078125,1.07,0,25.85,"5",2.73
6436,"1","SEP2005",1,"SO",21,1,"P",17,1,17,3,22,0,87.84375,1.08,1,0,"3",2.79
6468,"1","SEP2005",0,"SO",19,1,"P",12.395,1.05,11,2,19,0,75.828125,1.01,0,6.51999999999985,"5",2.11
6311,"1","SEP2005",0,"SH",19,1,"P",7,2,6,1,17,0,58.9765625,1,2,0,"3",1
6398,"1","SEP2005",0,"SA",20,1,"P",4,1,8,3,18,0,53.3125,1.07,1,0,"3",2.54
6409,"1","SEP2005",0,"SA",18,1,"P",21,1,9,0.248629385964912,14,0,82.53125,1.03133333333333,1,0,"3",1.70166666666667
6483,"1","SEP2005",0,"SF",19,1,"P",8,1,18,1,16,0,73.671875,1,1,0,"3",0
6215,"1","SEP2005",60,"SA",18,1,"P",63,1,4,0,14,0.1008898392,88.09375,1,1,0,"3",0
6189,"1","SEP2005",0,"SF",18,0,"P",6,1,23,0,12,0,66.71875,2,1,0,"3",0
6408,"1","SEP2005",0,"SC",18,1,"P",18.625,1.13,5,0,11,0.0552346878,99,1,0,28.73,"5",1
6194,"1","SEP2005",0,"SK",18,1,"P",9.27266666666667,1.05,5,0,10,0,43.8203125,1,0,15.32,"5",0
6180,"1","SEP2005",0,"SM",17,1,"P",11.3825,1.12,3,0,9,0,71.765625,1,0,14.86,"5",0
6347,"1","SEP2005",1,"SH",18,1,"P",15.806,1.03,24,0,9,0.0582782424,86.8125,1.06,0,5.45999999999982,"5",2.37
6392,"1","SEP2005",0,"SC",19,0,"P",6.96,1.07545454545455,3,0,10,0.0468919886,56.8828125,1,0,19.934,"5",1
6343,"1","SEP2005",0,"SO",18,1,"P",4,1.0725,11.3766666666667,0.0899999999999995,7,0.0612843294,34.3203125,1,0,25.27,"5",2
6342,"1","SEP2005",1,"SO",19,1,"P",17,1,3,2,7,0,82,1,1,0,"3",0
6204,"1","SEP2005",0,"SO",18,1,"P",7.20072222222222,1.1,27,0,8,0.0230329001,72.703125,1,0,21.0775,"5",0
6461,"1","SEP2005",0,"SC",18,0,"P",10.7272222222222,1.08,16,0,6,0.0734550008,51.0703125,1,0,0.819999999999951,"5",0
6459,"1","SEP2005",1,"SC",17,1,"P",14.57,1.05,11,0.39,5,0,29.2265625,1.11,0,0.229999999999859,"5",2.18
6449,"1","SEP2005",0,"SO",19,1,"P",6,1,11.855,0.92,6,0.1190081467,70.140625,1.06,1,0,"3",2.92423529411765
6456,"1","SEP2005",1,"SK",18,1,"P",8,1,15,0.3,6,0,64.75,1.05,1,0,"3",2.60545454545455
6427,"1","SEP2005",1,"SO",19,1,"P",11,2,9.83083333333333,2,5,0.0587199625,67.0625,1,1,0,"3",1
6451,"1","SEP2005",0,"SA",18,1,"P",23,1,10,0,8,0,62.0546875,1.02,1,0,"3",1.77285714285714
6292,"1","SEP2005",0,"SD",18,1,"P",5.32916666666667,1.16,5,0,2,0,84.578125,1,0,19.635,"5",1
6425,"1","SEP2005",0,"SL",18,1,"P",12.0338888888889,1.2,9.13666666666667,0.88,2,0.0545487766,42.8046875,1,0,9.73333333333332,"5",0
6428,"1","SEP2005",0,"SH",18,1,"P",24,1,15,0,2,0,84.59375,1.06133333333333,1,0,"3",2.05130952380952
6190,"1","SEP2005",0,"SA",19,1,"P",7,1.06,3,2,2,0.0400006921,32.4296875,1,0,161.776666666667,"5",0
6306,"1","SEP2005",0,"SA",19,1,"P",10,1,6,0,14.6483333333333,0.0997390146,46.8125,1.03,1,0,"3",3.01
6370,"1","SEP2005",2,"SO",23,1.26,"R",18.83,1.25,8.86,4.3,6.76,0.0603575873,31.80078125,1.02,0,11.7499999999999,"5",2.5
6186,"1","SEP2005",0,"SH",19,0,"P",14,1,2,1,13,0,47.03125,1,1,0,"3",0
6323,"1","SEP2005",1,"SE",18,0,"P",44,1,12.62,0.1525,23.6633333333333,0,74.8125,1,1,0,"3",0.27
6393,"1","SEP2005",0,"SO",19,1,"P",30,1,10.3983333333333,3,9.58907407407407,0.1791681405,58.6171875,1,1,0,"3",0
6429,"1","SEP2005",0,"SO",30,1,"R",8,1,4.76,2.16,11.13,0.6028390732,28.36328125,1.2,1,0,"3",2.75
6294,"1","SEP2005",0,"SO",19,1,"P",8,1,9.26,0,12.4536574074074,0.0944055417,39.3046875,1,1,0,"3",0
6412,"1","SEP2005",0,"SF",20,1,"R",5,1,12.2786666666667,0,18.51,0,63.8359375,2,1,0,"3",1
6472,"1","SEP2005",260,"SO",20,1.13,"R",12.39,1.07,5.59,1.08,7.45,0,22.671875,1.06,0,18.7899999999999,"5",2.25
6460,"1","SEP2005",0,"SO",22,1.06,"R",16.13,1.07,6.66,1.75,7.245,0,35.9771484375,1.01,0,18.3999999999999,"5",2.11
6415,"1","SEP2005",1,"SH",21,1.03,"R",10.21,1.04,12.745,1.76,15.58,0,56.3359375,1.01,0,16.1099999999999,"5",2.96
6365,"1","SEP2005",0,"SC",18,1,"P",11.8812820512821,1.02,12.639,0.36,16.2631428571429,0.1520698494,56.4765625,1.06,0,10.8999999999998,"5",2.56
6317,"1","SEP2005",1,"SO",18,0,"P",50,1,6,0,18,0,78.28125,1,1,0,"3",0.2525
6209,"1","SEP2005",0,"SH",19,0,"P",108,1.51,6,0,26,0.1057264858,82.75,1,0,78.47375,"5",0
6286,"1","SEP2005",0,"SH",20,1,"P",4,1,10,2,19,0,57.0625,1.06,1,0,"3",2.79714285714286
6295,"1","SEP2005",800,"SJ",21,1.28,"P",16.22,1.23,10.59,2.32,14.94,0,60.3187109375,1.12,0,42.3999999999999,"4",2.16
6201,"0","SEP2005",1,"SO",21,1,"P",19,2,4,3,105,0,64.484375,1,2,0,"3",0
6410,"1","SEP2005",0,"SE",18,1,"P",2,1,23,0,21,0.0677025253,72.140625,1,1,38,"3",1.42
6446,"0","SEP2005",0,"SE",18,1,"P",6,1,27,0.946758893280632,67,0.1468371949,46.4296875,1,1,0,"3",2
6185,"0","SEP2005",0,"SO",18,1,"P",10,1,15,1,60,0.0326750107,70.640625,2,1,0,"2",0
6466,"0","SEP2005",0,"SB",18,1,"P",8,1,12,0,60,0.2173026986,71.9375,1.1,1,0,"3",2.47433333333333
6388,"1","SEP2005",1,"SM",18,0.94,"P",16.2436666666667,1.04,9,0,23,0,75.109375,1.04,0,-1.74509295902681e-13,"5",2.01
6413,"0","SEP2005",0,"SO",19,1,"P",11,1,8,1.28716666666667,36,0,78.953125,1.14,1,0,"3",2.87823529411765
6238,"0","SEP2005",0,"SC",19,1,"P",15,1,6,2,32,0.1711154799,85.515625,2,1,0,"3",0
6187,"0","SEP2005",0,"SA",18,1,"P",3,2,5,2,30,0.0785065664,63.5703125,1,2,0,"3",0
6477,"0","SEP2005",0,"SO",18,1,"R",3,1.02,16,1,23,0,69.3125,1.11,0,7.15999999999987,"5",2.672
6400,"0","SEP2005",0,"SK",19,1,"P",35,1,26,1.194,21,0.0602784986,73.75,1.07,1,0,"3",2.43
6200,"0","SEP2005",1,"SO",18,1,"P",12.9233333333333,1.13,10,0.0599999999999994,13,0,58.078125,1,0,11.79,"5",0
6298,"1","SEP2005",0,"SO",18,1,"P",2,2,21,0,28,0,71.71875,1,2,165,"3",2
6379,"0","SEP2005",940,"SC",23,1,"P",12,1,7,5,15,0,63.4921875,1,1,253,"3",3
6364,"0","SEP2005",0,"SA",18,1,"P",3,1.075,5,0.0999999999999993,14,0,54.5390625,1,0,17.33,"5",1
6478,"0","SEP2005",0,"SO",18,1,"P",8.8275,1.05,6,0,14,0.0516101813,68.921875,1,0,11.74,"5",0
6437,"0","SEP2005",0,"SO",18,1,"P",13.4022222222222,1.22,14,0,14,0.742645096,66.109375,1,0,8.25687499999998,"5",0
6339,"0","SEP2005",0,"SB",18,0,"P",2,2,5,0,9,0.0508871034,56.0703125,1,2,0,"3",1.0875
6226,"0","SEP2005",1,"SO",20,1,"P",4,1,19,4,7,0.0529272475,53.7890625,1,1,0,"3",0
6402,"0","SEP2005",0,"SO",22,3,"P",97,2,8.58,4.35,7,0,44.5859375,1,1,438,"3",1.18
6444,"0","SEP2005",0,"SO",19,1,"P",6.65722222222222,1.06,18,0,4,0.2065787856,47.0625,1,0,20.0446739130435,"5",0
6285,"1","SEP2005",0,"SO",18,1,"P",5,1,28,1.95166666666667,45,0,72.328125,1.165,1,0,"3",2.93145454545455
6332,"0","SEP2005",0,"SD",18,1,"P",10,1,2,1,4,0.0707064923,83.90625,1,1,0,"3",0
6423,"0","SEP2005",0,"SC",22,1,"R",4,1,5.43333333333333,2.2,3,0.3016762184,58.5625,2,1,71,"3",2
6404,"0","SEP2005",0,"SO",19,1,"P",9.305,1.1,3,0.945,2,0.177745413,70,1,0,27.63,"5",1
6480,"0","SEP2005",0,"SO",19,0,"P",9,1,0,0.66,2,0.0348065799,50.7421875,1.22,0,5.49999999999989,"5",3.072
6213,"0","SEP2005",260,"SA",19,1,"P",8,4,10.9046666666667,1,19.11,0.4488627529,62.640625,1,4,45,"3",0
6297,"0","SEP2005",0,"SC",20,0,"R",38,1,7.49666666666667,2.54,9.174,0.2321290052,57.2265625,2,1,0,"3",1
6234,"0","SEP2005",0,"SH",20,0,"P",11,1,7.995,2,11.49,0.5816531163,43.65625,1,1,0,"3",0
6481,"0","SEP2005",1,"SO",18,1,"P",8,1,8.68,0.4,13.189,0,32.5390625,1,1,859,"3",1.54309523809524
6299,"0","SEP2005",1200,"SB",34,1.54,"R",18,1.554,7.92,4.15,16.8,0.0877674683,52.015625,1,0,195.4,"5",1
6307,"0","SEP2005",0,"SN",18,1,"P",6,1.01,11.4225,0,19.11,0.0878811928,31.8125,1.1,0,16.6999999999999,"5",2.68628571428571
6336,"0","SEP2005",0,"SO",19,1,"P",4,1.04,7.23,1,10.12,0.5106634721,34.890625,1.17,0,5.61999999999987,"5",2.62
6455,"0","SEP2005",220,"SO",18,1.04,"R",9.99,1.08,7.71,0.3,8.2,0.5566367228,35.9633203125,1.12,0,16.3499999999999,"5",2.44
6301,"0","SEP2005",0,"SM",22,1,"R",14.3,1.07,7.53,1.82,10.65,0.0009821511,25.49609375,1.09,0,8.55999999999989,"5",2.31
6484,"0","SEP2005",0,"SO",25,1,"P",20.8714285714286,1.15,11.8833333333333,4.3,15.2933333333333,0,59.5516015625,1.06,0,0.759999999999878,"4",2.48
6653,"1","SEP2005",1,"SB",19,1,"P",12,2,14,0,50,0.174689455,77.84375,1.03,1,0,"3",2.66
6683,"1","SEP2005",0,"SA",18,1,"P",3,1,20,0,48,0.0311613809,85.34375,1.12,1,0,"3",2.015
6487,"1","SEP2005",0,"SF",19,1,"P",10.368,1.08,4,0.98,45,0.0411102186,61.2265625,1,0,59.32,"5",0
6698,"1","SEP2005",0,"SE",19,0,"P",16.12,1.17,6,0,44,0,83.703125,1,0,19.77,"5",0
6494,"1","SEP2005",0,"SL",18,1,"P",3,1.14,18,0,41,0,73.625,1,0,57.5716666666667,"5",0
6739,"1","SEP2005",0,"SL",18,1,"P",12.445,1.05,3,2,42,0.0738534553,20.87890625,1.09,0,12.3199999999999,"5",2.41
6583,"1","SEP2005",1,"SM",18,1,"P",10.30625,1.04,17,0,40,0.0935878768,70.296875,1.01,0,5.51999999999981,"5",2.52
6676,"1","SEP2005",1,"SO",18,1,"P",9,2,17,0,35,0,78.40625,1,2,0,"3",1.47
6553,"1","SEP2005",0,"SA",18,1,"P",23,1,20,0,34,0.4166129734,60.96875,1.12,1,0,"3",2.15
6520,"1","SEP2005",0,"SA",19,1,"P",20,1,12.6616666666667,0.853333333333333,35,0.15938731,57.109375,1.07,1,0,"3",2.23
6670,"1","SEP2005",0,"SA",18,1,"P",10.1546153846154,1.05,13,0,33,0.0488290832,65.15625,1.01,0,5.44999999999981,"5",2.23
6717,"1","SEP2005",0,"SH",19,1,"P",10,1,17,2,33,0.0651738585,73.25,1.06,1,0,"3",4
6680,"1","SEP2005",0,"SB",18,1,"P",11.9046153846154,1.08,9,0,29,0.2027043449,75.0625,1.04,0,10.9399999999998,"5",2.06
6569,"1","SEP2005",0,"SO",18,1,"P",20,1,24,0,27,0.0525390262,55.59375,1,1,0,"3",0
6526,"1","SEP2005",0,"SL",18,0,"P",23,1,13,1.03,24,0.0263305065,67.046875,1,1,0,"3",0.5625
6635,"1","SEP2005",0,"SF",19,1,"R",74,2,1,0,22,0.1024826323,64.296875,1,1,442,"3",0.808333333333333
6619,"1","SEP2005",0,"SF",19,0,"P",34,1,13,1,22,0,76.25,1.04,1,0,"3",2.24490196078431
6535,"1","SEP2005",0,"SM",20,1,"P",17,1,16,3,22,0,82,1,1,0,"3",2
6736,"1","SEP2005",0,"SB",18,1,"P",20,1,16,0,21,0.1929960721,67.265625,1.04,1,0,"3",2.26714285714286
6531,"1","SEP2005",0,"SO",19,1,"P",6,1.12,14,0,22,0,78.90625,1,0,12.2899999999999,"5",2
6603,"1","SEP2005",0,"SC",18,1,"P",31,1,2,0,21,0.0631559025,50.390625,1.06,1,0,"3",1.722
6725,"1","SEP2005",0,"SO",19,1,"P",9.72333333333333,1.08,6,2,20,0.028061985,78.359375,1,0,17.36,"5",0
6754,"1","SEP2005",0,"SE",18,1,"P",11.90125,1.04,6,0,18,0.0636060445,78.265625,1.02,0,10.8999999999998,"5",2.04
6701,"1","SEP2005",0,"SL",18,1,"P",9.20666666666667,1.22,13,0,17,0,85.6875,1,0,20.195,"5",1
6746,"1","SEP2005",0,"SK",18,1,"P",24.58,1.08,13,12,18,0.0472491344,82.84375,1.03133333333333,0,3.12999999999986,"5",2.58
6711,"1","SEP2005",0,"SB",18,1,"P",13.455,1.03,5,0,17,0.1028010314,82.8125,1.02133333333333,0,10.8999999999998,"5",2.255
6791,"1","SEP2005",0,"SO",18,1,"P",25,1,14,0.0617543859649117,17,0,79.3125,1.03133333333333,1,0,"3",2.09416666666667
6733,"1","SEP2005",0,"SB",18,1,"P",12.795,1.04,20,2,16,0.0640976639,58.2578125,1.04,0,-1.66267000167863e-13,"5",2.7
