"app_id","GOOD","BAD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"6658","0","1","14SEP2005","0","SM","34","1","R",".",".","31","1",".",".","6",".",".","0.0422182032","54.8359375",".","0",".","5","-1"
"6551","0","1","14SEP2005","0","SO","18","1","R","1","100","3","1",".",".",".",".",".","0.0196093271","45.7578125","1","1","144","3","1"
"6592","0","1","14SEP2005","1","SB","19","1","P","2","350","4","2","0","7","2","2","310","0.17609325","60.3671875","2","2","0","3","1"
"6741","0","1","14SEP2005","0","SO","18","1","P","1",".","5",".",".",".",".",".",".","0","72.015625","1","0",".","5","1"
"6650","0","1","14SEP2005","0","SB","18","0","P",".",".",".",".",".",".","0",".",".","0.0360394999","78.59375",".","0",".","5","-1"
"6572","0","1","14SEP2005","0","SO","24",".","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"6493","0","1","14SEP2005","0","SO","20","1","P",".",".",".",".",".",".",".",".",".","0.1696831775","68.296875",".","0",".","5","-1"
"6715","0","1","14SEP2005","0","SO","34","1","R",".",".",".",".",".",".",".",".",".","0.0040171988","24.28515625","1","0",".","5","1"
"6887","1","0","15SEP2005","1","SO","18","1","P",".",".","6","1",".","20","0","78",".","0","78.578125",".","1","0","3","-1"
"6861","1","0","15SEP2005","0","SA","18","1","P","1",".","6","1",".","22","0","74",".","0","77.453125","1","1","0","3","2"
"6882","1","0","15SEP2005","0","SE","17","1","P",".",".",".",".",".","16","0","56",".","0","35.65625",".","0",".","5","-1"
"6927","1","0","15SEP2005","0","SA","19","1","P","1","200","1","2","0","25","0","48",".","0.0192778276","76.4375","1","2","0","3","3"
"6835","1","0","15SEP2005","0","SC","18","1","P",".",".","20","1",".","10","0","75",".","0.0250049686","72.703125",".","1","0","3","-1"
"6867","1","0","15SEP2005","0","SB","18","1","P",".",".","7",".","0","4","2","45",".","0","38.3828125",".","0",".","5","3"
"7068","1","0","15SEP2005","0","SF","19","1","P",".",".","7","1",".","1","0","33",".","0.1254480211","75.765625",".","1","0","3","-1"
"-7042",".",".","15SEP2005","0","SD","20","1","P",".",".","24","2",".","20","2","33",".","0.3009496713","63.265625","1","1",".","3","-1"
"6864","1","0","15SEP2005","0","SA","18","1","P",".",".",".",".",".","7","0","29",".","0","96.625",".","0",".","5","-1"
"7001","1","0","15SEP2005","0","SA","18","1","P","1",".","3",".","0","19",".","28",".","0","88.8125","1","0",".","5","1"
"6873","1","0","15SEP2005","1","SE","19","1","P",".",".","32","1","0","6","0","27",".","0.0183591871","22.5859375",".","1","0","3","-1"
"-6881",".",".","15SEP2005","0","SA","18","1","P","1","250","3","1",".","12","2","26",".","0","84.015625","2","1","0","3","0"
"-7039",".",".","15SEP2005","0","SA","18","1","P",".",".",".",".",".","10",".","27",".","0.1203759946","82.09375",".","0",".","5","-1"
"6846","1","0","15SEP2005","0","SO","19","2","P",".","350","14","1",".","6","0","25",".","0.0449962702","56.859375","1","1","680","3","-1"
"-6908",".",".","15SEP2005","1","SJ","17","1","P",".",".",".",".",".","13",".","25",".","0","67.953125",".","0",".","5","-1"
"-6993",".",".","15SEP2005","0","SD","19","2","P",".","950","31","1",".","4",".","24",".","0.1433675555","81.515625","2","1","531","3","0"
"6895","1","0","15SEP2005","1","SB","18","1","P",".",".","19","1",".","10","0","25",".","0","65.875",".","1","0","3","-1"
"6959","1","0","15SEP2005","1","SH","17","1","P",".",".",".",".",".","0","0","23",".","0.0716239531","68.765625","1","0",".","5","1"
"6971","1","0","15SEP2005","1","SB","19","1","P",".",".","12",".","0","23","2","21",".","0.1788214855","61.765625",".","0",".","5","-1"
"-7017",".",".","15SEP2005","0","SC","17","1","P",".",".",".",".",".","2",".","20",".","0",".",".","0",".","5","-1"
"7046","1","0","15SEP2005","0","SO","19","0","P","1",".","6","2",".","4","1","16",".","0.2064614785","61.0234375","1","2","0","3","2"
"6947","1","0","15SEP2005","0","SA","19","1","P",".","950","8","1",".","22","0","16","63","0.0630368802","81.296875",".","1","0","3","-1"
"7064","1","0","15SEP2005","0","SH","18","1","P",".",".",".",".",".",".",".","32",".","0.1250401861","50.6484375",".","0",".","5","-1"
"6918","1","0","15SEP2005","0","SO","19","1","P",".",".","14","1","0","6","1","14",".","0.0904793921","42.5546875",".","1","0","3","-1"
"6865","1","0","15SEP2005","0","SF","18","1","P",".",".","6",".","0","8",".","13",".","0","61.1953125",".","0",".","5","-1"
"-7065",".",".","15SEP2005","0","SA","18","1","P",".",".",".",".",".","11","0","13",".","0.0678784698","72.984375",".","0",".","5","-1"
"6838","1","0","15SEP2005","100","SO","19","1","P",".",".",".",".",".","22","0","14",".","0","78.3125",".","0",".","5","-1"
"-6992",".",".","15SEP2005","0","SO","18","1","P",".",".","41","1",".","3",".","13",".","0",".","1","1","0","3","1"
"6843","1","0","15SEP2005","0","SO","19","1","P",".","150","6","2",".","17","2","13","123","0","25.25",".","1","0","3","4"
"6869","1","0","15SEP2005","0","SB","18","1","P",".",".","64","1",".","22","1","11",".","0","78.484375","1","1","4","3","-1"
"6956","1","0","15SEP2005","0","SH","18","0","P","1",".","3","1",".","9","0","11",".","0","88.03125",".","1","0","3","-1"
"6937","1","0","15SEP2005","0","SO","18","1","P",".",".","16","1",".","4",".","9",".","0.0526143681","65.5",".","1","0","3","-1"
"-7058",".",".","15SEP2005","0","SO","18","1","P",".",".",".",".",".","15",".","8",".","0.1480567819","70.5625","1","0",".","5","0"
"-6917",".",".","15SEP2005","0","SE","18","1","P",".",".",".",".",".","22","1","9",".","0.3629592285","58.484375",".","0",".","5","-1"
"-6935",".",".","15SEP2005","0","SF","19","2","P",".",".","55","1",".","18","2","9",".","0.1811365066","46.125",".","1","0","3","-1"
"-7044",".",".","15SEP2005","0","SO","21","1","",".",".","33","1",".",".","4","8",".","0.0433234517","76.1875","2","1","0","3","1"
"6919","1","0","15SEP2005","2","SC","19","2","",".","500","13","1","0","14","2","9","498","0.513371449","62.5859375","1","1","660","3","-1"
"7026","1","0","15SEP2005","0","SH","18","1","P",".",".",".",".",".","18","0","9",".","0","75.328125","1","0",".","5","0"
"6825","1","0","15SEP2005","1","SO","18","1","P",".",".",".",".",".","5",".","8",".","0.0224846009","10.76953125","1","0",".","5","0"
"6844","1","0","15SEP2005","0","SO","19","1","P",".",".","17","1",".","11","0","7",".","0.1742854402","64.796875","1","1","0","3","0"
"6856","1","0","15SEP2005","0","SF","19","1","P",".",".","7",".","14","16","0","8",".","0.0331556414","79.984375",".","0",".","5","-1"
"-7050",".",".","15SEP2005","1","SO","18","0","P",".",".","38","1",".",".",".","8",".","0.0589417149","71.578125",".","1","0","3","-1"
"6946","1","0","15SEP2005","0","SC","19","1","P",".",".","29","4",".","13","1","6",".","0","82.203125",".","1","0","3","-1"
"6977","1","0","15SEP2005","0","SO","18","1","R",".",".","23","1",".","0","0","7",".","0.2855589101","59.625","2","1","0","3","0"
"6900","1","0","15SEP2005","0","SO","22","1","P","1","1300","3","1","1","25","5","7",".","0.0429486352","74.421875","1","1","0","3","2"
"6857","1","0","15SEP2005","0","SO","16",".","P",".",".",".",".",".","11",".","8",".","0","16.8359375",".","0",".","5","-1"
"-7066",".",".","15SEP2005","0","SF","20","1","P",".",".","18","2","1","2","2","7",".","0","39","1","2","0","3","-1"
"-6912",".",".","15SEP2005","0","SF","18","0","P",".",".",".",".",".","10","1","5",".","0.0702628996","60.9375",".","0",".","5","-1"
"6934","1","0","15SEP2005","0","SD","18","1","P",".",".",".",".",".","2",".","7",".","0.0092383817","35.8828125","1","0",".","5","1"
"-6924",".",".","15SEP2005","0","SA","21","2","R",".",".","28","1",".","0","0","4",".","0.0281265947","67.15625",".","1","0","3","-1"
"-6877",".",".","15SEP2005","0","SO","19","1","P",".",".",".",".",".","10","1","5",".","0.0205892288","95","1","0",".","5","1"
"6978","1","0","15SEP2005","100","SO","16",".","P",".",".",".",".",".","1",".","5",".","0","58.453125",".","0",".","5","-1"
"6858","1","0","15SEP2005","1","SL","18","1","P",".",".",".",".",".","14",".","5",".","0.3032233668","56.90625",".","0",".","5","-1"
"-6966",".",".","15SEP2005","0","SE","18","0","P",".",".","6","2",".","2","0","4",".","0.1462531621","31.16796875","1","2","0","3","3"
"6958","1","0","15SEP2005","1","SB","18","1","P",".",".","25","2",".","0",".","4",".","0.5439789817","43.1171875","1","2","0","3","0"
"-6870",".",".","15SEP2005","0","SO","19","1","P",".","250","12","3","204","1","3","3",".","0",".","1","2","0","3","0"
"-7003",".",".","15SEP2005","1","SD","29","1","P","2",".","2","1","1","2","1","3",".","0.171989508","63.8203125","2","1","0","3","1"
"7037","1","0","15SEP2005","1","SB","19","1","P",".",".","13","2",".","2","0","2",".","0.271884596","62.125","1","1","0","3","0"
"7027","1","0","15SEP2005","0","SE","18","1","P",".",".","17","1",".","13","0","2",".","0","72","1","1","0","3","0"
"-6944",".",".","15SEP2005","0","SC","19","1","P",".","250","6","1",".","2","1","1","61","0.0292166026","55.8046875",".","1","0","3","-1"
"6952","1","0","15SEP2005","1","SA","18","1","R",".",".",".",".",".",".","0","1",".","0.0657733462","49.140625",".","0",".","5","-1"
"-7007",".",".","15SEP2005","0","SE","20","1","P",".",".","45","1",".","14","15","1",".","0.0550083522","47.8203125","1","1","0","3","1"
"6953","1","0","15SEP2005","0","SO","18","1","P","1",".","6","1",".","2","1","2",".","0.2642037459","55.3125","1","1","0","3","1"
"-7059",".",".","15SEP2005","0","SL","21","1","P","2",".","3","1","0","0","0",".",".","0.3559896955","44.625","1","1","0","3","2"
"6821","1","0","15SEP2005","0","SM","18","1","P",".",".",".",".",".",".",".",".",".","0.0383966202","54.4921875",".","0",".","5","-1"
"-7052",".",".","15SEP2005","0","SO","25","1","R",".","1200","14","3","1",".","2",".","279","0.2495285417","78.515625","2","2","0","3","1"
"-6862",".",".","15SEP2005","0","SO","31","1","R",".",".","23","2",".",".",".",".",".","0.0688132278","49.109375",".","1","0","3","-1"
"-6901",".",".","15SEP2005","1","SO","27","1","R",".","100","10","2",".",".","0",".","155","0.1648058095","27.08203125","1","2","0","3","1"
"-6981",".",".","15SEP2005","1","SO","24","1","P",".","200","36","1",".",".",".",".",".","0.1166500198","36.9375",".","1","0","3","-1"
"7010","1","0","15SEP2005","500","SO","21","4","",".",".","30","1","0",".",".",".",".","0.6038044579","52.3203125","1","1","0","3","1"
"-7020",".",".","15SEP2005","0","SE","18","1","P",".",".",".",".",".",".",".","4",".","0","64.125","1","0",".","5","0"
"-6876",".",".","15SEP2005","0","SM","20","1","P",".",".",".",".",".","2","2","3",".","0.1159445923","60.7890625",".","0",".","5","-1"
"-6957",".",".","15SEP2005","500","SD","26","4","H",".",".","17","1","0",".","1",".",".","0.1191406115","81.234375","2","0",".","5","0"
"6997","1","0","15SEP2005","0","SA","19","1","R",".",".","37","1",".",".",".",".",".","0.4355658814","31.90625",".","1","0","3","-1"
"-6921",".",".","15SEP2005","0","SC","19","1","P",".",".","14","1",".",".","1",".",".","0.5715981349","64.125",".","1","0","3","-1"
"-6911",".",".","15SEP2005","0","SO","21","1","","3","550","2","2","0",".",".",".","217","0.0547847698","33.4453125","3","2","0","3","1"
"-6941",".",".","15SEP2005","1","SD","19","1","P",".","400","9","1","108",".","3",".",".","0.0307249008","54.9140625","1","1","152","3","4"
"-7057",".",".","15SEP2005","0","SO","35","1","H",".","500","7","1","35",".","4",".","558","0.2409167984","54.09375","1","1","0","3","1"
"-6896",".",".","15SEP2005","440","SN","18","1","R","1",".","6","1",".","0","0",".",".","0.3122937437","56.15625","2","1","20","3","2"
"-6973",".",".","15SEP2005","0","SA","20","2","P","1",".","6","1","315","0","1",".",".","0.1840239186","59.671875","1","1","0","3","1"
"7035","1","0","15SEP2005","0","SO","19","1","P","1","200","3","1",".","0","0",".",".","0.2981043756","31.57421875","2","1","230","3","0"
"6987","1","0","15SEP2005","560","SO","21",".","P",".",".",".",".",".",".","4",".",".","0","89.21875","1","0",".","5","1"
"6983","1","0","15SEP2005","0","SO","18","1","P",".",".",".",".",".","5","0","5",".","0","63.8359375",".","0",".","5","-1"
"6979","1","0","15SEP2005","0","SC","18","1","R",".",".",".",".",".","2","0","6",".","0.0998421647","53.8828125","1","0",".","5","0"
"-7040",".",".","15SEP2005","0","SC","18","0","P",".",".",".",".",".",".",".",".",".","0.2369700228","50.0234375","1","0",".","5","2"
"-6840",".",".","15SEP2005","0","SF","27","2","R",".",".",".",".",".",".",".",".",".","0","65.875","1","0",".","5","1"
"6915","1","0","15SEP2005","0","SM","18","1","P",".",".",".",".",".","2","0","6",".","0","64.046875","1","0",".","5","0"
"-7067",".",".","15SEP2005","0","SO","25","1","R",".",".",".",".",".",".",".",".",".","0.0302208898","50.5703125",".","0",".","5","-1"
"-7063",".",".","15SEP2005","0","SF","18","0","P",".",".",".",".",".",".","0",".",".","0.0930908225","52.484375",".","0",".","5","-1"
"6970","1","0","15SEP2005","0","SA","20","1","P",".","950","17","1","0","2",".","8",".","0","47","1","1","615","3","-1"
"7022","1","0","15SEP2005","400","SB","19",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-7008",".",".","15SEP2005","100","SO","20",".","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-6962",".",".","15SEP2005","0","SN","19","1","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"6910","1","0","15SEP2005","0","SB","20","1","P",".","500","8","2","26","22","4","8","0","0.0888198123","61.140625","2","2","604","3","1"
"6932","1","0","15SEP2005","1","SE","26",".","R",".",".",".",".",".",".",".",".",".","0.0138311791","36.25",".","0",".","5","-1"
"-6965",".",".","15SEP2005","0","FT","21",".","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-6930",".",".","15SEP2005","0","SC","24","1","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"6902","1","0","15SEP2005","0","SA","27","1","P",".",".",".",".",".",".",".",".",".","0","37.1953125",".","0",".","5","-1"
"6899","1","0","15SEP2005","0","FT","18",".","P",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"-6883",".",".","15SEP2005","0","SE","22","3","R",".",".",".",".",".",".",".",".",".","0","40.046875",".","0",".","5","-1"
"6854","1","0","15SEP2005","0","SB","18","1","P",".",".",".",".",".",".",".",".",".","0.4007201139","38.0078125",".","0",".","5","-1"
"6834","0","1","15SEP2005","0","SD","18","1","P",".",".",".",".",".","13",".","58",".","0","82.46875",".","0",".","5","-1"
"6996","0","1","15SEP2005","0","SB","20","1","P","1",".","2","2",".","8","3","51",".","0.0467370444","80.34375","1","1","0","3","1"
"-6815",".",".","15SEP2005","0","SB","17","1","P",".",".","13",".","119","1",".","9",".","0.3360745264","55.8671875","1","0",".","5","1"
"6926","0","1","15SEP2005","0","SD","18","1","P","2",".","5","2",".","7",".","48",".","0.0821962079","23.796875","2","2","0","3","2"
"6866","0","1","15SEP2005","500","SF","19","1","P","2",".","5","2","25","12","0","47",".","0.2251896104","63.9609375","2","2","0","3","2"
"6847","0","1","15SEP2005","0","SE","18","1","P",".",".",".",".",".","16","2","35",".","0.3228732962","43.4921875",".","0",".","5","-1"
"6828","0","1","15SEP2005","0","SB","18","1","P",".",".",".",".",".","4","0","35",".","0.0384596465","68.078125",".","0",".","5","-1"
"-7061",".",".","15SEP2005","1","SG","18","0","P",".",".",".",".",".","10",".","11",".","0.8278974313","95.421875",".","0",".","5","-1"
"7021","1","0","15SEP2005","660","SB","19","0","P",".",".","31","1",".","0","0","34",".","0","73.421875",".","1","0","3","-1"
"6827","0","1","15SEP2005","0","SO","20","1","P",".","50","11","1","41","3",".","33",".","0","89.59375","1","1","52","3","-1"
"6994","0","1","15SEP2005","0","SC","20","1","P",".",".","12","2","0","19","3","31",".","0","66.625","1","2","0","3","-1"
"7056","0","1","15SEP2005","0","SA","19","1","P",".",".","25","1",".","4","2","27",".","0.1978983833","65.546875",".","1","0","3","-1"
"7018","0","1","15SEP2005","0","SC","19","1","P",".",".",".",".",".","17","0","28",".","0.3460133141","61.96875",".","0",".","5","3"
"6894","1","0","15SEP2005","400","SO","20",".","P",".",".",".",".",".","8",".","14",".","0","78.671875",".","0",".","5","-1"
"-6960",".",".","15SEP2005","1","SC","21","2","P",".","950","22",".",".","0","0","15","963","0.2294932557","73.109375",".","0",".","5","-1"
"7002","0","1","15SEP2005","0","SB","18","1","P",".",".","6","1","0","11",".","27",".","0.1119950288","87.46875",".","0",".","5","-1"
"6849","0","1","15SEP2005","1","SK","19","1","P",".",".",".",".",".","4","1","25",".","0.1218665356","46.8515625",".","0",".","5","-1"
"6822","1","0","15SEP2005","1","SE","18","1","P","1",".","2","1","25","13","0","24",".","0","73.9375",".","1","0","3","-1"
"6998","0","1","15SEP2005","0","SO","19","1","P",".",".",".",".",".","11","1","23",".","0.07170281","50.1015625",".","0",".","5","-1"
"6989","0","1","15SEP2005","0","SA","19","1","P","2","500","3","2","0","21","1","21","0","0","73.03125","2","1","5","3","1"
"7011","1","0","15SEP2005","0","SL","19","1","P","1",".","1","1",".","12","1","20",".","0.0543541699","62.40625","1","1","0","3","1"
"6943","0","1","15SEP2005","0","SO","18","0","P",".",".","10",".","55","7","1","20",".","0.5013526306","56.7421875","1","0",".","5","1"
"6886","0","1","15SEP2005","0","SA","19","1","P",".",".","59","1",".","0","3","17",".","0",".",".","1","0","3","-1"
"6969","0","1","15SEP2005","1","SK","18","1","P",".",".",".",".",".","14","0","16",".","0","83.796875",".","0",".","5","-1"
"6955","0","1","15SEP2005","0","SO","18","1","P","3","1500","2","4","0","4","0","15","0","0.0200631032","83.40625","1","4","0","3","1"
"6942","0","1","15SEP2005","0","SB","20","0","P",".",".",".",".",".","15","2","15",".","0.4235266391","43.5390625","1","0",".","5","0"
"6871","0","1","15SEP2005","1","SO","19","1","P",".",".","38","1",".","6","1","14",".","0","33.0390625","1","1","15","3","-1"
"-7051",".",".","15SEP2005","0","SO","18","1","P",".",".","38","1",".","12","0","26",".","0","69.03125",".","1","0","3","-1"
"7048","0","1","15SEP2005","0","SE","18","0","P",".","150","8",".",".","3","0","14",".","0.0239484615","39.015625",".","0",".","5","3"
"6878","0","1","15SEP2005","0","SH","19","1","P","2","400","2","1","0","14","0","13","0","0","59.8125","3","1","0","3","0"
"7016","0","1","15SEP2005","0","SO","20","1","P",".",".","10","1","0","22","1","9",".","0.0265424498","58.578125","1","1","1380","3","4"
"7031","0","1","15SEP2005","0","SC","18","1","P",".",".",".",".",".","7",".","7",".","0.8331227768","41.4453125",".","0",".","5","-1"
"6984","0","1","15SEP2005","0","SO","19","1","P","2",".","3",".","0","4",".","5",".","0.4053512774","36.8203125","2","0",".","5","1"
"6948","0","1","15SEP2005","0","SA","18","1","P",".",".",".",".",".","6","0","7",".","0","78.390625",".","0",".","5","-1"
"6986","0","1","15SEP2005","0","SD","22","1","P",".","950","12","3","40","1","3","2","589","0","92.265625","1","1","329","3","1"
"6872","0","1","15SEP2005","0","SL","20","1","P","2","200","5","2","210","0","0","3",".","0.3257279173","43.609375","1","1","158","3","-1"
"6936","0","1","15SEP2005","0","SB","21","1","P","2","800","1","1","74","6","4","2","216","0.2591727767","46.1875","1","1","0","3","1"
"6863","0","1","15SEP2005","0","SO","20",".","R",".",".",".",".",".",".",".","3",".","0.3406449901","52.3984375",".","0",".","5","-1"
"7009","0","1","15SEP2005","0","SB","19","1","P",".","1500","14","2",".",".","0",".",".","0.3887652094","60.75","1","2","1602","2","1"
"7000","1","0","15SEP2005","0","SO","21","1","P",".","150","7","1","0","13","4","55","0","0.2252204642","81.4375",".","1","0","3","-1"
"-6823",".",".","15SEP2005","0","SO","20","2","P",".","650","12","4",".","17","3","63","31","0.1319739986","83.21875","1","3","154","3","1"
"7049","0","1","15SEP2005","0","SN","26","1","","1","600","4","1","1",".","1",".","372","0","53.40625","1","1","147","3","0"
"7030","0","1","15SEP2005","1200","SH","23","0","R","2",".","3","3","1",".","2",".",".","0.1622610344","61.9375","2","1","0","3","1"
"6916","0","1","15SEP2005","1","SO","22","1","P",".","150","6","2","0",".","3",".",".","0.6001934912","67.40625","1","2","0","3","-1"
"7014","0","1","15SEP2005","120","FT","35",".","R",".","100","14","1",".",".",".",".",".","0.4538127789","46.4921875","1","1","142","3","-1"
"6933","0","1","15SEP2005","200","SF","19","2","R",".",".","6","1",".",".",".",".",".","0.2059258781","65",".","1","0","3","3"
"6903","0","1","15SEP2005","0","SO","20","1","R",".",".","18",".",".",".",".",".",".","0.0686853109","35.8671875","1","0",".","5","1"
"7006","0","1","15SEP2005","1","SO","18","1","P",".",".","9","1",".",".",".",".",".","0.6531054769","45.21875",".","1","0","3","-1"
"7013","0","1","15SEP2005","720","SN","38","1","H",".","2350","8",".","0",".",".",".","1642","0","34.8828125",".","0",".","5","-1"
"7034","0","1","15SEP2005","0","SE","21","1","P",".",".",".",".",".",".",".",".",".","0.0971963794","38.375",".","0",".","5","3"
"6967","0","1","15SEP2005","0","SA","19","1","R",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"6897","0","1","15SEP2005","0","SE","18","1","P",".","50","11","1",".","2","1","7",".","0.1585730705","39.2109375",".","1","0","3","-1"
"6954","0","1","15SEP2005","1","SO","20","1","",".",".",".",".",".",".",".",".",".","0",".",".","0",".","4","-1"
"6875","0","1","15SEP2005","0","SA","19","1","",".",".",".",".",".",".","1",".",".","0","62.75",".","0",".","5","-1"
"6852","0","1","15SEP2005","0","SO","19","1","R",".",".",".",".",".",".",".",".",".","0","45.046875",".","0",".","5","-1"
"7025","0","1","15SEP2005","0","SH","19","1","P",".",".","6",".","0","0","0","5",".","0","59.2890625",".","0",".","5","4"
"6929","0","1","15SEP2005","1","SB","18","1","P",".",".","29","1",".","12",".","3",".","0.1283255508","26.80078125",".","1","0","3","-1"
"7180","1","0","16SEP2005","0","SE","18","1","P",".",".","23","1",".","11","0","79",".","0.2646178436","77.25",".","1","0","3","-1"
"7169","1","0","16SEP2005","0","SC","19","1","P","1",".","2","1",".","0","0","48",".","0.0243622087","65.859375","1","1","21","3","1"
"-7085",".",".","16SEP2005","0","SO","19","1","P",".","1350","11","2","0","6","13","38","0","0.1002262316","49.109375","1","2","806","3","4"
"-7075",".",".","16SEP2005","1","SB","18","1","P","2",".","5",".","35","15",".","86",".","0","87.375","1","0",".","5","0"
"-7183",".",".","16SEP2005","0","SD","18","1","P",".",".",".",".",".","7",".","30",".","0.1971319714","59.0078125",".","0",".","5","-1"
"-7240",".",".","16SEP2005","0","SO","35","1","","1",".","3","3","104",".","5","30",".","0.4762863787","53.4140625","2","1","0","3","1"
"7148","1","0","16SEP2005","0","SB","18","1","P",".",".","8","1",".","12",".","30",".","0.0623322874","46.8984375",".","1","0","3","-1"
"7136","1","0","16SEP2005","0","SH","18","1","",".",".",".",".",".","21","0","30",".","0","75.671875","1","0",".","5","0"
"-7134",".",".","16SEP2005","0","SN","18","0","P",".","350","6","1",".","15","0","28","0","0.0664462738","40.5625",".","1","0","3","-1"
"-7254",".",".","16SEP2005","0","SK","18","0","P",".",".","37","1",".","7","0","25",".","0","69.703125","1","1","0","3","0"
"7216","1","0","16SEP2005","0","SB","19","1","",".",".","12","2","0","3",".","22",".","0.304548813","65.703125","3","1","839","3","0"
"-7257",".",".","16SEP2005","0","SH","18","1","P","1",".","5","2",".","6",".","21",".","0.328824888","80.953125","1","2","33","3","-1"
"7229","1","0","16SEP2005","0","SC","18","1","P",".",".",".",".",".","10","2","19",".","0.0783773474","69.15625",".","0",".","5","-1"
"-7249",".",".","16SEP2005","1","SH","19","1","P",".","250","11","2",".",".",".","18","95","0","75.8125","1","2","0","3","1"
"7205","1","0","16SEP2005","0","SG","18","1","P","1","150","5","1",".","16","1","19","0","0.2784672277","83.921875",".","1","0","3","-1"
"7230","1","0","16SEP2005","0","SA","19","1","P",".",".","36","1",".","6","1","17",".","0.0164782178","54.2890625",".","1","0","3","-1"
"-7121",".",".","16SEP2005","0","SC","19","0","P",".",".","29","1",".","12","0","16",".","0","70.8125","1","1","0","3","1"
"7147","1","0","16SEP2005","100","SL","19","1","P",".",".","9","1",".","16","0","17",".","0.241598675","55.3515625","1","1","0","3","2"
"7086","1","0","16SEP2005","0","SO","18","1","P",".",".",".",".",".","16","0","16",".","0","57.9765625",".","0",".","5","-1"
"-7144",".",".","16SEP2005","0","SO","18","1","P","1",".","4",".","50","17","0","16",".","0.0054765871","77.03125",".","0",".","5","-1"
"7224","1","0","16SEP2005","0","SE","18","1","P",".",".",".",".",".","19","0","13",".","0.0432651734","70.09375",".","0",".","5","-1"
"7195","1","0","16SEP2005","200","SO","18",".","P",".",".",".",".",".","21",".","15",".","0","71.4375",".","0",".","5","-1"
"7226","1","0","16SEP2005","0","SL","20","2","P",".","600","19","2","21","12","3","15",".","0","84.109375","1","2","492","3","1"
"-7073",".",".","16SEP2005","0","SF","22","3","P",".",".","8","1","41","5","6","12",".","0.050895365","46.65625","2","1","0","3","0"
"7155","1","0","16SEP2005","0","SA","18","1","P",".",".","6","1",".","5","0","13",".","0.0539923738","63.078125",".","1","0","3","-1"
"7083","1","0","16SEP2005","0","SE","18","1","P",".",".",".",".",".","11","0","13",".","0.0666820768","85.28125","1","0",".","5","0"
"7128","1","0","16SEP2005","0","SO","18","1","P",".",".","37","1",".","19",".","12",".","0.0118766751","76.625",".","1","0","3","-1"
"7215","1","0","16SEP2005","0","SO","21","1","P",".",".",".",".",".","15",".","12",".","0.0335228876","67.828125","1","0",".","5","0"
"-7241",".",".","16SEP2005","0","SA","25","1","P",".",".","26","1","49","25","7","10","0","0","34.9921875",".","0",".","2","-1"
"-7261",".",".","16SEP2005","840","SL","20","1","P",".",".","10","2","256","2","2","11",".","0.3890798008","43.9921875","1","1","433","3","1"
"-7271",".",".","16SEP2005","0","SE","23","0","P",".","1650","20","1","41","26","5","10",".","0","81.03125","2","1","761","3","0"
"7260","1","0","16SEP2005","0","SO","18","1","P","2","850","1",".",".","7","0","9",".","0","53.953125","1","0",".","5","1"
"7198","1","0","16SEP2005","0","SO","18","1","P",".",".",".",".",".","12","14","10",".","0.2088003396","25.7421875",".","0",".","5","-1"
"-7193",".",".","16SEP2005","0","SH","18","0","P","2","750","5","2","45","0","0","10","496","0.0980627972","74.59375","2","1","0","3","1"
"7088","1","0","16SEP2005","0","SA","17","1","P",".",".",".",".",".","11",".","9",".","0","86.90625",".","0",".","5","-1"
"-7188",".",".","16SEP2005","0","SL","20","2","P",".","950","12","1","275",".",".","7",".","0.1233224478","65.375","1","1","1042","3","-1"
"7079","1","0","16SEP2005","0","SO","18",".","P",".",".","15","1",".","10","0","7",".","0.0315823231","77.015625","1","1","0","2","1"
"7137","1","0","16SEP2005","0","SK","17","1","P",".",".",".",".",".","0",".","6",".","0.0182581962","41.7890625",".","0",".","5","-1"
"-7171",".",".","16SEP2005","0","SF","24","0","P",".","3000","11","1","0","21","6","7","1395","0.3282143874","58.4296875","1","1","0","3","0"
"7250","1","0","16SEP2005","0","SJ","18","1","P","1",".","4","1","0","10","2","4",".","0.0080759379","71.96875","1","1","0","3","2"
"-7214",".",".","16SEP2005","0","SH","18","1","",".",".",".",".",".","19",".","4",".","0.1846243567","59.515625","2","0",".","5","0"
"-7191",".",".","16SEP2005","0","SH","18","1","P",".",".","54","1",".","19","0","3",".","0.0937352027","29.94921875",".","1","0","3","-1"
"7234","1","0","16SEP2005","0","SA","19","1","P",".",".","14",".","38","3","3","4",".","0.1880207476","18.80078125",".","0",".","5","-1"
"-7186",".",".","16SEP2005","1","SB","19","1","P",".",".","32","1",".","2","1","2",".","0",".",".","1","0","3","-1"
