"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"5183","1","SEP2005",2,"SO",23,"1","R",-2.35715151101582e-14,439.666666666667,18.8266666666667,1.07333333333333,27.48,2.43333333333333,0.786666666666667,5.57666666666667,418.721666666667,0,60.796875,0,0,1.32666666666582,"5",12,0.546722522338648,-324.65
"5184","1","SEP2005",0,"SO",21,"2","P",0,356.666666666667,12,2,0,1,1,14,340.271111111111,0,57.4183658854167,1,2,0,"2",1,0.458875282212184,-423.533333333333
"5185","1","SEP2005",620,"SC",24,"1","R",0.00666666666664399,359,18.1933333333333,1.08666666666667,30.2533333333333,2.94666666666667,0.54,6.28,464.646666666667,0.154933447,47.765625,0,0,0.799999999999187,"5",12,0.622086184766143,-241.32
"5186","1","SEP2005",2,"SO",18,"1","R",-2.32032911403242e-14,345.333333333333,25.9155555555556,1.03333333333333,20.3933333333333,6.86,0.426666666666667,13.0466666666667,332.613333333333,0,56.22005859375,0,0,3.37333333333233,"4",12,0.461138434300702,-304.466666666667
"5187","1","SEP2005",1,"SM",18,"1","P",1,50,2,1,26,12.2066666666667,6,15,564.206666666667,0,87.8125,1,1,0,"3",1,0.565613734498018,-643.466666666667
"5188","1","SEP2005",0,"SA",19,"1","P",0.0133333333333123,136.666666666667,12,1.05333333333333,38.1933333333333,11.87,0.38,15.48,77.78,0,54.8046875,0,0,-1.0432662141587e-12,"5",12,0.304656280421144,-130.386666666667
"5189","1","SEP2005",0,"SO",18,"1","P",0.053333333333316,300.2,11.72,1.07177777777778,14.23,16.3533333333333,0.613333333333333,24.92,48.984,0.0104961994,86.6875,0,0,-9.87180707549366e-13,"5",12,0.141501027270173,-298.36
"5190","1","SEP2005",0,"SO",20,"1","R",1,400.333333333333,4.24666666666667,1.12666666666667,11.5,14.9366666666667,0.9,21.68,244.946666666667,0,53.9051432291667,0,0,0.0333333333324384,"4",12,0.371079848869206,-339
"5191","1","SEP2005",0,"SO",24,"1","R",0.0133333333333103,587,20.86,1.01333333333333,13.04,1.19333333333333,0.366666666666667,5.39,508.721666666667,0,34.4296875,0,0,1.78666666666586,"5",12,0.486353305855223,-513.94
"5192","0","SEP2005",0,"SB",19,"1","P",1,281,3,1.22,86.34,6,2,91,263.543333333333,0.241317939,65.65625,1,0,43.03,"5",0,0.492463326462469,-252.806666666667
"5193","0","SEP2005",0,"SO",18,"1","P",2,176.666666666667,3,1,45,14,0,61,162.98,0.0890415106,53.1953125,1,1,0,"3",1,0.472826776685168,-190.22
"5194","1","SEP2005",10,"SB",18,"1","P",0,157.166666666667,34,1,40.7233333333333,12.57,0.203333333333333,20,296.88,0,65.703125,1,1,0,"3",0,0.615380888644523,-135.613333333333
"5195","0","SEP2005",0,"SB",21,"1","P",0,1128.66666666667,18,2,59,8,4,41,539.62,0.1894402457,70.03125,1,2,1297,"3",1,0.391603966438456,-868.286666666667
"5196","0","SEP2005",0,"SO",18,"0","P",0.0199999999999768,146.888888888889,16.21,1.01333333333333,68.2416666666667,3,0.12,41,166.2,0,70.203125,0,0,-1.03682396002114e-12,"5",12,0.489539717684599,-166.56
"5197","0","SEP2005",0,"SL",18,"1","P",1,200,3,1,56,21,0,32,242.986666666667,0.0632274735,87.78125,1,1,211,"3",1,0.462787992516573,-265.293333333333
"5198","0","SEP2005",0,"SA",19,"1","P",0,183.666666666667,14,2,91.5733333333333,17,2,32,179,0.0928426718,47.84375,0,1,0,"3",12,0.437367182609173,-220.996666666667
"5199","1","SEP2005",0,"SA",18,"1","P",1.00666666666667,172,3.63333333333333,1.05333333333333,30.2933333333333,18,0,20,73.6266666666667,0.0300148502,66,1,0,3.37999999999985,"5",0,0.268084929725595,-133.225
"5200","0","SEP2005",1,"SF",20,"1","P",1,3400,1,10,129.046666666667,21,3,30,404,0.4033015594,58.6875,1,7,337,"3",1,0.118823529411765,-2996
"5201","0","SEP2005",1,"SO",18,"1","P",1,186.333333333333,1,1.06,0,14,0,29,159.08,0.0289121294,39.6484375,2,0,8.12999999999995,"5",0,0.446918778014784,-188.04
"5202","0","SEP2005",0,"SO",20,"1","P",1.12,50,6,1,0,16,1.68666666666667,26,141.093333333333,0.2084922567,57.8671875,0,1,0,"3",12,0.473252127876075,-202.683333333333
"5203","0","SEP2005",0,"SO",19,"1","P",0,50,17,1,75.9066666666667,3,0,21,144.44,0.0858029879,85.265625,1,1,0,"3",0,0.503701222087281,-198.866666666667
"5205","0","SEP2005",1,"SO",19,"1","P",0,207.333333333333,35,1,40.4933333333333,19,0,21,277.94,0,87.875,0,1,0,"3",12,0.552006999941083,-248.253333333333
"5206","0","SEP2005",1,"SO",20,"1","P",0,165.333333333333,14,1,63.6422222222222,26,0,19,245.226666666667,0.272872543,45.5546875,1,1,0,"3",0,0.496349784937571,-214.5
"5207","0","SEP2005",1,"SD",21,"1","P",0,50,34,1,62.9488888888889,11,2,17,286.886666666667,0,65.609375,1,1,70,"3",1,0.558951900772491,-227.96
"5208","0","SEP2005",1,"SO",25,"1","P",1,300,2,2,0,4,20,12,752.48,0.1799314325,37.7890625,1,2,22,"3",1,0.627402778485565,-267.986666666667
"5209","0","SEP2005",0,"SF",19,"2","P",-2.41973108217053e-14,203.333333333333,17.1966666666667,1.12,66.8044444444445,7,2,11,238.626666666667,0.1921894737,54.2890625,0,0,4.7266666666659,"5",12,0.494392624944863,-208.453333333333
"5210","0","SEP2005",0,"SK",23,"2","P",0,637.666666666667,19,2,193.186666666667,0,0,9,541.16,0.0273809614,5.6923828125,0,1,0,"3",12,0.516800276206685,-543.726666666667
"5211","0","SEP2005",0,"SF",20,"1","P",0,230.666666666667,22,1,0,2,1,8,319.466666666667,0.0858221191,67.171875,2,1,0,"3",0,0.492596740311107,-324.693333333333
"5212","0","SEP2005",0,"SO",18,"1","P",0.0199999999999769,145,13.7133333333333,1.01333333333333,61.3216666666667,8,0,7,157.133333333333,0.0548492089,88.875,0,0,-1.01579189504264e-12,"5",12,0.483550360600186,-163.566666666667
"5214","1","SEP2005",1,"SO",19,"1","P",1,250,1,1,16.7066666666667,7,1,33,0,0.2011884316,99.65625,1,1,0,"3",0,0,-250
"5215","0","SEP2005",0,"SO",18,"1","P",0,113.555555555556,26,1,79.7416666666667,2,0,6,191.706666666667,0,51.6796875,1,1,0,"3",0,0.557291691485126,-175.2
"5216","0","SEP2005",0,"SC",19,"2","P",0.0199999999999751,219.666666666667,15.3433333333333,1.20666666666667,40.0466666666667,3,2,6,223.626666666667,0.049379104,67.390625,1,0,66.8422222222222,"5",2,0.505620924296683,-205.166666666667
"5217","0","SEP2005",0,"SM",26,"1","P",0,1578,30,1,69.5666666666667,24,5.17333333333333,4,0,0.0531743226,63.890625,1.08666666666667,0,384.826666666667,"5",3,0.0855537717845974,-1388.35555555556
"5218","0","SEP2005",1,"SL",18,"0","P",0.019999999999977,172,14.8966666666667,1.04,69.7966666666667,4,0.246666666666667,5,177.646666666667,0.1705007451,69.046875,0,0,0.886666666665649,"5",12,0.479025135325285,-194.166666666667
"5220","0","SEP2005",0,"SB",19,"1","P",1,1100,2,1,63.6666666666667,23,2,5,185,0.0013673759,69.25,1,1,0,"3",0,0.168181818181818,-915
"5221","0","SEP2005",1,"SO",18,"1","P",0,139.666666666667,24,1,77.1566666666667,12,0.173333333333333,4,181.533333333333,0.3468699241,72.640625,1,1,0,"3",0,0.499821706192559,-186.713333333333
"5222","0","SEP2005",0,"SG",20,"2","P",1,1585,3,3,63.2066666666667,9.38,2.06666666666667,3,736.74,0,60.3108333333333,1,3,1367,"3",1.82666666666667,0.378534893449475,-1268.56
"5223","0","SEP2005",0,"SB",18,"1","P",0.0266666666666422,176.333333333333,14.4493333333333,1.04,78.3466666666667,7.09333333333333,0.14,1,165.233333333333,0.1236373233,47.5546875,1,0,5.03333333333327,"5",0,0.500774857986613,-160.006666666667
"5224","0","SEP2005",0,"SA",19,"1","P",0,140,31,1,92.66,6.71866666666667,1,1,200.286666666667,0.1691900357,38.1015625,1,1,0,"3",0,0.529905308559761,-196.586666666667
"5225","0","SEP2005",0,"SO",18,"1","P",1,127.666666666667,4,1.00666666666667,53.535,1,0.0999999999999999,16.82,157.646666666667,0.2632185845,70.9375,0,0,0.0999999999990149,"5",12,0.493881613548069,-158
"5226","0","SEP2005",0,"SE",19,"1","R",1,600,3,2,21,7.40333333333333,0,14.3533333333333,473.253333333333,0.1470582304,56.7600716145833,1,2,545,"2",1.33333333333333,0.453631985501147,-585.503333333333
"5227","0","SEP2005",1,"SO",18,"1","P",0,161.666666666667,27,1,67.92,12.1233333333333,0.276666666666667,27.7422222222222,240.36,0.6449569501,83.59375,0,1,0,"3",12,0.57262778352053,-191.673333333333
"5228","0","SEP2005",0,"SO",20,"1","P",0,151.833333333333,22,1,74.62,9.75,1.45111111111111,17.2294444444444,195.826666666667,0.0865488739,66,1,1,0,"3",0,0.51709266999667,-176.386666666667
"5229","0","SEP2005",1,"SH",18,"1","P",0,168.666666666667,13,1,49.68,12.86,0.273333333333333,27.4544444444444,192.853333333333,0.1744837007,72.671875,0,1,0,"3",12,0.451394822253658,-237.466666666667
"5230","0","SEP2005",0,"SO",24,"1","R",0,245.666666666667,10,1,184,3.7,0.726666666666667,7.13333333333333,311.158095238095,0.1257691458,29.47265625,1,0,30.4133333333333,"5",0,0.929141499438589,-22.52
"5231","0","SEP2005",0,"SM",23,"1","R",2,400,3,1,30,9.90277777777778,1.66,21.44,341,0,83.328125,2,1,0,"3",0,0.8525,-59
"5233","1","SEP2005",0,"SD",18,"0","P",1.00666666666667,176,4.5,1.05333333333333,35.195,5,0,58,120.136666666667,0.0089569688,51.7734375,0,0,-1.02071832467724e-12,"5",12,0.330520115001187,-201.833333333333
"5235","0","SEP2005",0,"SB",21,"1","R",1,300,2,1,1,4.06,1.05333333333333,8.48,323.333333333333,0,50.9765625,2,1,0,"3",1,0.565828098854237,-207.64
"5236","0","SEP2005",800,"SO",18,"1","R",3,500,5,1.64,200.72,7.28,0,14.6066666666667,352.893333333333,0.1250627618,37.5390625,3,0,96.5133333333333,"5",1,0.562456349363659,-283.626666666667
"5237","0","SEP2005",0,"SO",25,"1","R",2,242.333333333333,4,1.56666666666667,239,4.58,1.38666666666667,10.54,356.778095238095,0,59.3984375,3,0,47.8133333333333,"5",1,1.04810037272911,41.9333333333333
"5238","0","SEP2005",0,"SO",18,"1","P",0.0933333333333138,171.333333333333,12.0333333333333,1.13333333333333,147.486666666667,9.74666666666667,0,16.335,149.633333333333,0.01725945,23.6171875,3,0,19.9755555555555,"5",0,0.444793655636685,-168.6
"5239","0","SEP2005",1,"SC",20,"0","P",1.06666666666667,206,3.26,1.16666666666667,62.7666666666667,10.6233333333333,1,21.8466666666667,167.015,0.0684258109,64.59375,1,0,17.0866666666666,"5",1,0.463323408216305,-187.373333333333
"5240","0","SEP2005",0,"SO",21,"1","R",0.00666666666664372,271,19.22,1.03333333333333,79.3443333333333,4.72666666666667,0.813333333333333,7.04263157894737,280.773333333333,0.0075358491,31.546875,0,0,6.72666666666583,"5",12,0.484572007898878,-237.106666666667
"5241","0","SEP2005",0,"SO",32,"1","R",0.0199999999999786,389.666666666667,20.5085714285714,1.2,69.1533333333333,2.92666666666667,1.06666666666667,4.81333333333333,557.473333333333,0,44.3806705729167,0,0,8.906666666666,"4",12,0.602894246305939,-275.4
"5242","0","SEP2005",1,"SO",18,"1","P",1.01333333333333,154.666666666667,4.68,1.01333333333333,56.595,11.2033333333333,0,19.1366666666667,79.0066666666667,0.104446992,45.609375,0,0,0.226666666665681,"5",12,0.305859246139063,-174.66
"5243","0","SEP2005",1,"SA",18,"1","R",-2.25190236828136e-14,195.666666666667,20.5,1.05333333333333,91.32,11.56,0.366666666666667,18.0266666666667,250.513333333333,0,46.0567578125,0,0,-1.03777135033549e-12,"4",12,0.491353946829597,-220.466666666667
"5244","0","SEP2005",0,"SO",20,"1","R",-2.23972692244464e-14,281,19.24,1.09666666666667,76.995,4.68,1.34,7.6,317.198095238095,0.3005097257,45.7578125,0,0,4.51333333333252,"5",12,0.876465285989974,-50.7866666666667
"5245","0","SEP2005",2,"SO",23,"1","R",-2.33231952269837e-14,368,19.96,1.08666666666667,57.8833333333333,3.35333333333333,0.813333333333333,5.84666666666667,362.713333333333,0,44.3239192708333,0,0,6.15999999999916,"4",12,0.527446545306086,-270.42
"5246","0","SEP2005",0,"SO",22,"1","P",-2.46254868348691e-14,292.666666666667,20.8019444444444,1.10666666666667,48.4933333333333,13.4666666666667,2.48666666666667,23.1466666666667,233.662666666667,0,61.0307421875,0,0,1.66666666666585,"4",12,0.442968347819021,-244.226666666667
"5247","0","SEP2005",0,"SO",24,"1","R",-2.33927692031936e-14,273.5,20.92,1.09333333333333,59.68,2.14666666666667,0.88,4.89333333333333,350.553333333333,0.0519035686,56.6875,0,0,2.76666666666583,"5",12,0.533153864908405,-230.08
"5248","0","SEP2005",0,"FT",24,"1","R",-2.26951790693874e-14,583.333333333333,23.8933333333333,1.11333333333333,79.9333333333333,3.76666666666667,1.46666666666667,8.12444444444444,466.86,0,47.2915234375,0,0,12.2399999999992,"4",12,0.53815425011055,-405.46
"5249","0","SEP2005",0,"FT",21,"1","R",-2.26951790693874e-14,386.333333333333,20.12,1.17333333333333,79.1266666666667,5.21703703703704,1.46,8.97777777777778,373.033333333333,0,44.5023274739587,0,0,1.41999999999918,"4",12,0.527278177803271,-309.006666666667
"5250","1","SEP2005",0,"SO",21,"1","P",0,532,9,2.00666666666667,136,13,3,105,516.16,0.2954321522,66.15625,1,0,192.533333333333,"5",1,0.554025744450065,-388.073333333333
"5251","1","SEP2005",0,"SM",19,"0","P",1,150,3,1,32.9133333333333,10,1,82,32,0.0831367162,86.671875,1,1,0,"3",0,0.213333333333333,-118
"5252","1","SEP2005",1,"FT",20,"3","P",0,792.666666666667,22,1,12.9266666666667,8,2,56,433.416,0,76.40625,0,1,0,"3",12,0.396251433375045,-706.99
"5255","1","SEP2005",0,"SB",19,"1","P",1,337.333333333333,1,1.35333333333333,1,6,0,52,232.3,0,85.703125,0,0,0.166666666665676,"5",12,0.44266063780693,-286.166666666667
"5256","1","SEP2005",0,"SB",18,"1","P",0,269.333333333333,9,1,3.99333333333333,8,0.498095238095238,50,183.473333333333,0.0660604283,50.3984375,1,1,0,"3",0,0.404468298416601,-231.51
"5257","1","SEP2005",0,"SK",18,"1","P",1,150,2,1.1,49.1666666666667,5,0.413333333333333,47,93,0.0829033246,52.5859375,1,0,21.0933333333332,"5",1,0.62,-57
"5258","1","SEP2005",1,"SL",24,"1","P",0,100,8,2,1,24,7,44,1536.74666666667,0.0694146757,95.734375,1,2,0,"3",1,0.743939058383859,-416.166666666667
"5259","1","SEP2005",2,"SB",19,"1","P",1,250,5,2,25,22,0,39,217,0.0790083762,64.890625,1,2,0,"3",2,0.868,-33
"5260","1","SEP2005",1,"SM",19,"1","P",0,400,10,1,10.6866666666667,13,1,39,0,0,70.15625,0,1,0,"3",12,0,-400
"5263","1","SEP2005",0,"SO",18,"0","P",1.00666666666667,215.666666666667,3.92777777777778,1.03333333333333,30.5333333333333,18,0,30,62.68,0.1327411821,74.28125,0,0,-9.93812439749794e-13,"5",12,0.241202978197127,-187.613333333333
"5264","1","SEP2005",1,"SO",19,"1","P",0.98,144.333333333333,4.48,1.00666666666667,32.8366666666667,7,1,29,148.436666666667,0.1657540812,84.234375,0,0,-1.01010755315656e-12,"5",12,0.434216676977222,-168.526666666667
"5265","1","SEP2005",1,"SH",18,"0","P",0.0199999999999754,312,12.7871111111111,1.12666666666667,6.50666666666667,11,0,26,194.74,0.066043772,64.4375,1,0,0.29999999999977,"5",0,0.420670787239128,-277.926666666667
"5266","1","SEP2005",1,"SE",19,"0","P",0,895,15,3,21.1533333333333,1,0,24,621.42,0.1175171449,44.7734375,1,3,0,"3",0,0.464926307345684,-701.893333333333
"5268","1","SEP2005",0,"SB",18,"0","P",1,110,4,1,35,15,1,22,166.503333333333,0.3476361251,50.96875,1,1,2,"3",2,0.494378514335212,-148.606666666667
"5271","1","SEP2005",0,"SO",18,"1","P",0,72.9999999999999,8,1,43.54,11,0,18,142.493333333333,0.0317439237,85.484375,0,1,0,"3",12,0.477037047890425,-170.933333333333
"5272","1","SEP2005",360,"SO",19,"1","P",0.966666666666667,287,3.71777777777778,1.13333333333333,7.87666666666667,17,0.96,18,44.64,0.0124823612,48.0078125,0,0,-9.63116993564957e-13,"5",12,0.126080932400932,-268.986666666667
"5274","1","SEP2005",0,"SO",21,"1","P",1,1150,1,2,1,15,3,15,625.251111111111,0,94.515625,1,1,183,"3",1.51333333333333,0.376143885120259,-907.08
"5276","1","SEP2005",0,"SN",18,"1","P",1.08,464.666666666667,2.84,1.06666666666667,3.75333333333333,5,0,14,234.08,0,52.21875,1,0,10.3066666666666,"5",1,0.415847394750004,-405.086666666667
"5278","1","SEP2005",1,"SD",19,"1","P",0,933.666666666667,60,1,12.2333333333333,15,2,14,532.853333333333,0.030343806,58.8671875,0,1,0,"3",12,0.420886869161343,-758.466666666667
"5281","1","SEP2005",0,"SC",18,"0","P",1.02666666666667,163.666666666667,3.59333333333333,1.08666666666667,28.12,19,0,13,118.913333333333,0,78.5,1,0,2.34666666666651,"5",1,0.288133491353261,-194.806666666667
"5282","1","SEP2005",0,"SM",25,"1","P",0,6800,11,1,0,17,5.46666666666667,12,0,0,65.375,1.16666666666667,1,0,"3",4,0,-6800
"5283","1","SEP2005",0,"SO",18,"1","P",1,350,4,1.02,0,6,0,12,0,0,76.453125,0,0,2.24666666666576,"5",12,0,-350
"5285","1","SEP2005",0,"SA",18,"1","P",0.966666666666667,140,3.46,1.00666666666667,36.6333333333333,18,0,11,81.82,0.0255515998,78.671875,0,0,-1.02678162268906e-12,"5",12,0.274971723179279,-162.851666666667
"5288","1","SEP2005",1,"SH",19,"0","P",0,388.333333333333,8,1,8.56,11,1,10,236.106666666667,0.4103528364,37.5,0,1,0,"3",12,0.383616077588491,-374.713333333333
"5289","1","SEP2005",0,"SN",18,"1","P",0.00666666666664248,358.166666666667,17.6453968253968,1.04,14.14,7,0.406666666666667,10,262.866666666667,0.4199507264,58.484375,0,0,0.346666666665708,"5",12,0.43946866524606,-362.826666666667
"5290","1","SEP2005",0,"SL",18,"0","P",1.14666666666667,265,3.84666666666667,1.13333333333333,7.69333333333333,0,0.206666666666667,9,202.18,0,79.03125,1,0,2.89333333333319,"5",1,0.470898236202455,-240.733333333333
"5291","1","SEP2005",1,"SC",18,"1","P",1,176,2,1,0,15,0,8,168.973333333333,0,61.734375,1,1,0,"3",1,0.421535736106559,-283.42
"5294","1","SEP2005",0,"SD",20,"0","P",0,792,7,3,220,5,0,7,553.546666666667,1.4075317495,84.640625,1,3,0,"2",2,0.564555478587958,-496.033333333333
"5296","1","SEP2005",0,"SO",24,"1","P",0,3000,11,1,0,22,7,7,1394,0.3281954015,57.4375,1,1,0,"3",0,0.464666666666667,-1606
"5298","1","SEP2005",1,"SF",18,"1","P",0,137.133333333333,18,1,36.5466666666667,2,0,6,235.966666666667,0.2279171431,64.9375,0,1,0,"3",12,0.485425995643642,-222.36
"5299","1","SEP2005",1,"SO",18,"1","P",0.0399999999999772,118.666666666667,13.8666666666667,1.00666666666667,39.8333333333333,16,0.02,3,163.1,0,61.7734375,0,0,0.0599999999989444,"5",12,0.502549638795089,-149.6
"5301","1","SEP2005",1040,"SO",19,"1","P",1.14,950,6,1,1,2,1,4,1,0.1464682166,51.6953125,1.10666666666667,1,0,"3",3,0.00105263157894737,-949
"5305","1","SEP2005",0,"SO",19,"1","P",0,222.5,29,1,47.9933333333333,7.08814814814815,2,4,338.366666666667,0.2306068651,57,0,1,0,"3",12,0.734871615451912,-115.42
"5308","1","SEP2005",0,"SN",33,"1","P",0.0133333333333109,1424.33333333333,27.0333333333333,1.5,44.0466666666667,25,9.55333333333333,6,1186.67333333333,0.0406504682,34.265625,0,0,22.7733333333327,"5",12,0.616815863844895,-709.78
"5309","1","SEP2005",0,"SB",18,"1","P",-2.30574818497568e-14,1381.66666666667,35.8463888888889,1.31333333333333,39.02,14.2333333333333,21,18.8733333333333,1228.28,0.1861053701,62.96875,0,0,5.2799999999994,"5",12,0.548987217564386,-985.153333333333
"5310","1","SEP2005",0,"SM",18,"1","P",0.0466666666666491,316.533333333333,12.3488888888889,1.04,14.0966666666667,16.3066666666667,0.38,20.2466666666667,40.58,0,64.4337413194445,0,0,-9.94001917812663e-13,"5",12,0.11348624143753,-359.52
"5313","1","SEP2005",0,"SC",20,"2","P",1.00666666666667,338,3.91333333333333,1.12666666666667,6.4,14.1,1,7,210.973333333333,0,75.5625,0,0,-7.32143234927207e-13,"5",12,0.375338319613366,-298.613333333333
"5314","1","SEP2005",0,"SF",19,"0","P",0,366.833333333333,34,1,28.5366666666667,6,3,8,381.141666666667,0.4363607084,54.15625,1,1,0,"3",1,0.472799895764249,-435.113333333333
"5317","1","SEP2005",0,"SD",24,"1","H",1,3100,1,1,0,14.4266666666667,2,23.9,33,0.0352825137,77.953125,1,1,0,"3",1,0.0106451612903226,-3067
"5320","1","SEP2005",0,"SD",19,"1","R",1.04666666666667,409.666666666667,3.4,1.15333333333333,19.5266666666667,14.4133333333333,1.07555555555556,23.64,245.633333333333,0.1270158906,60.59375,1,0,12.7288888888888,"5",1,0.385052676058899,-352.36
"5323","1","SEP2005",0,"SL",18,"1","P",0.0399999999999748,150,12.9666666666667,1.03333333333333,40.1516666666667,10,0,12,202.446666666667,0,90.4375,1,0,4.3133333333332,"5",0,0.50974143738215,-175.806666666667
"5324","1","SEP2005",1,"SC",21,"1","R",0.00666666666664371,287,17.7933333333333,1.1,46.0488888888889,4.87333333333333,0.586666666666667,8.96666666666667,311.733333333333,0,44.5840625,0,0,6.29999999999915,"4",12,0.564518884285934,-219.856666666667
"5326","1","SEP2005",0,"SA",18,"1","P",1.04,169.333333333333,3.52277777777778,1.02333333333333,37.1733333333333,12.4733333333333,0.0133333333333333,17.4503703703704,79.9866666666667,0.0724240253,52.7890625,0,0,-9.95707220378487e-13,"5",12,0.338613720412141,-136.98
"5327","1","SEP2005",0,"SO",21,"1","P",0.993333333333333,303,5.15142857142857,1.09333333333333,3.58666666666667,13.52,1.45333333333333,20.7466666666667,158.86,0.1726603643,62.609375,0,0,-9.00399754755199e-13,"5",12,0.387269712651008,-253.24
"5328","1","SEP2005",0,"SF",18,"1","P",1,214.466666666667,4.10666666666667,1.05,26.74,2,0,14,167.193333333333,0.0384684256,66.59375,0,0,-1.06259297657137e-12,"5",12,0.428149596469682,-200.38
"5329","1","SEP2005",1,"SO",18,"1","R",0.913333333333333,141.444444444444,6.13333333333333,1.04,51.2122222222222,8.23333333333333,0.3,11.9333333333333,197.906666666667,0.4896502057,50.09375,0,0,3.31333333333237,"5",12,0.625099412612437,-114.906666666667
"5330","1","SEP2005",0,"SO",19,"1","R",0.966666666666667,150,4.57809523809524,1.05333333333333,43.512,10.9333333333333,0.806666666666667,20.3144444444444,173.233333333333,0.0183668343,66.8125,0,0,0.0733333333322723,"5",12,0.438568009042987,-178.426666666667
"5331","1","SEP2005",1,"SA",19,"1","P",0.993333333333333,265.533333333333,4.79111111111111,1.08666666666667,11.86,15.7866666666667,0.933333333333333,14.34,38.5866666666667,0.0289123664,40.1796875,0,0,-9.76569936028682e-13,"5",12,0.12386365738677,-244.42
"5332","1","SEP2005",100,"SO",28,"1","R",-2.20201634704154e-14,808.5,21.56,1.20666666666667,12.7666666666667,1.47333333333333,1.32,3.36,773.806666666667,0,30.08203125,0,0,16.326666666666,"5",12,0.573424120321159,-505.713333333333
"5334","1","SEP2005",100,"SB",23,"1","R",0.00666666666664392,397.666666666667,18.7533333333333,1.09666666666667,30.4555555555556,2.64,0.746666666666667,5.43333333333333,385.84,0.0471535858,35.35609375,0,0,2.42666666666583,"5",12,0.573686929157159,-286.77
"5335","1","SEP2005",0,"SD",18,"1","P",0.0266666666666455,173,12.3,1.02,35.3133333333333,11.1577777777778,0.06,22.7266666666667,133.226666666667,0.0684961753,85.875,0,0,-1.05103481473634e-12,"5",12,0.41190934179016,-145.605
"5336","1","SEP2005",1,"FT",22,"1","R",0.00666666666664349,674.333333333333,19.9766666666667,1.06666666666667,26.92,2.54,0.986666666666667,6.44666666666667,552.026666666667,0,41.8901236979167,0,0,9.26666666666588,"4",12,0.525470910456789,-453.373333333333
"5337","1","SEP2005",0,"FT",21,"3","R",-2.22518300082205e-14,757.666666666667,21.44,1.19333333333333,11.3866666666667,13.8733333333333,2,17.1733333333333,379.68,0.2477906616,37.1484375,0,0,5.05999999999935,"5",12,0.402731890504224,-653.153333333333
"5338","1","SEP2005",1,"SC",27,"1","R",-2.18414175634507e-14,734,22.4133333333333,1.24,19.66,2.89333333333333,1.46666666666667,5.86,743.233888888889,0.306094938,36.078125,0,0,14.666666666666,"5",12,0.603761678296975,-433.953333333333
"5339","1","SEP2005",1,"SD",28,"1","R",0.00666666666664468,988.333333333333,22.8133333333333,1.20666666666667,21.4266666666667,2.12666666666667,1.08666666666667,5.60666666666667,836.18,0,44.5331705729167,0,0,3.53333333333263,"4",12,0.607404168043357,-496.54
"5340","1","SEP2005",0,"SO",23,"1","R",0.00666666666664349,489.333333333333,18.9866666666667,1.1,27.22,1.76666666666667,0.64,6.57,430.141666666667,0,40.7087109375,0,0,1.79333333333249,"4",12,0.524874700278575,-355.616666666667
"5341","1","SEP2005",0,"SO",20,"1","R",1.05333333333333,265,5.24,1.06666666666667,16.3533333333333,9.10333333333333,0.7,14.92,200.911111111111,0.0023085088,23.5703125,0,0,0.233333333332417,"5",12,0.412223353444834,-226.226666666667
"5343","1","SEP2005",0,"SL",23,"5","R",0,500,7,1,1,7,6,23,1,0,72.84375,1.1,1,0,"3",3,0.002,-499
"5344","1","SEP2005",0,"SO",21,"1","R",0.00666666666664385,663.666666666667,20.3533333333333,1.11333333333333,15.5133333333333,17.5866666666667,1.86,28.04,306.02,0,64.513046875,0,0,1.73999999999916,"4",12,0.340220067497607,-544.246666666667
"5345","1","SEP2005",100,"SC",21,"1","R",0.00666666666664398,390,17.945,1.14666666666667,25.4755555555556,3.76333333333333,0.606666666666667,8.15333333333333,332.397777777778,0.2361819558,23.92578125,0,0,3.07999999999917,"5",12,0.467994837077415,-333.583333333333
"5346","1","SEP2005",500,"SO",22,"1","R",-2.24013400422033e-14,567,22.8733333333333,1.11333333333333,5.15333333333333,16.68,1.98,22.4466666666667,305.52,0.1119773989,42.2890625,0,0,-8.25555919921802e-13,"5",12,0.32861047371899,-497.353333333333
"5347","0","SEP2005",1,"SH",19,"1","P",3,750,3,2,85.484,23,0,74,0,0,70.953125,1,2,27,"3",1,0,-750
"5349","0","SEP2005",0,"SO",18,"1","P",0,137.333333333333,29,1,98.1488888888889,6,1,43,240.76,0.1722376095,70.265625,0,1,0,"3",12,0.558627934628561,-189.233333333333
"5350","0","SEP2005",0,"SO",19,"1","P",0.0066666666666429,179.666666666667,14.5133333333333,1.04666666666667,70.24,23,0.533333333333333,39,145.633333333333,0.1194855853,51.921875,0,0,0.666666666665654,"5",12,0.442375308894179,-155.173333333333
"5351","0","SEP2005",0,"SD",18,"0","P",1.10666666666667,166.666666666667,5.76,1.02666666666667,60.7533333333333,7,0,38,126.996666666667,0,59.7421875,0,0,1.079999999999,"5",12,0.426751342191159,-163.953333333333
"5352","0","SEP2005",0,"SA",19,"1","P",1,150,3,2,103.473333333333,14,1,15,1,0.4055719338,42.4921875,1,2,90,"3",1.56666666666667,0.00666666666666667,-149
