"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02"
"5348","1","SEP2005",0,"SM",19,1,"P",1,266,5,1,30,25,0,28,84.4066666666667,0.1535031232,71.109375,1.00666666666667,1,0,"3",1.96666666666667
"5362","0","SEP2005",1,"SB",19,1,"P",1,100,2,1,531,10,1,53,188.173333333333,0.0889383871,35.4609375,1,1,128,"3",3
"5379","1","SEP2005",0,"SC",18,0,"P",1.13333333333333,216,15.98,1.03333333333333,29.7366666666667,12,0,51,70.2666666666667,0.0703467326,86.09375,1.04666666666667,0,0.253333333332751,"5",2.09333333333333
"5381","0","SEP2005",0,"SD",18,1,"P",1.11333333333333,282.916666666667,27.8344444444444,1,59.3133333333333,6,0,46,288.716666666667,0,53.71875,1.06,0,-5.20306760639263e-13,"5",2.61333333333333
"5382","1","SEP2005",0,"SL",19,1,"P",1.18666666666667,739.888888888889,21,1,9.34,27,1.49805555555556,45,221.04,0.1048514466,63.3125,1.06666666666667,1,0,"3",2.46
"5385","0","SEP2005",0,"SL",19,1,"P",2,750,1,3,219.14,11.9066666666667,17,32,861.794444444444,0.6451491155,59.78125,3,3,658,"3",0
"5386","1","SEP2005",0,"SO",20,1,"P",1.16,489.866666666667,40,1.12666666666667,38.58,12,3,30,317.766666666667,0,82.796875,1,0,54.5533333333333,"5",1
"5388","0","SEP2005",0,"SO",23,1,"P",1.52666666666667,440.666666666667,26,1.52,174,13,2,24,360.833333333333,0.3502974678,56.09375,1,0,75.8933333333333,"5",1
"5389","1","SEP2005",1,"SC",18,0,"P",1.11333333333333,366.5,39.4075,1.00666666666667,43.5955555555556,3,0,24,280.46,0.039375318,69.25,1.02666666666667,0,2.75999999999938,"5",2.01333333333333
"5391","0","SEP2005",0,"SD",38,1,"P",1,1146.33333333333,5,1,150.906666666667,18,4.80222222222222,17,445.986666666667,0.123412831,37.2265625,1.23333333333333,1,0,"3",2.6
"5394","1","SEP2005",0,"SF",20,0,"P",1.20666666666667,455.166666666667,6,2,19.9244444444444,0,1,15,265.195,0.1614079224,52.7578125,1,2,0,"3",1.676
"5396","0","SEP2005",0,"SC",21,1,"P",1.13333333333333,585.208333333333,51,1,45.76,3,3,16,502.82,0.1882303744,79.609375,1.05333333333333,0,10.2199999999997,"5",2.56666666666667
"5397","0","SEP2005",0,"SO",19,1,"P",1.12,145,13,1,49.9233333333333,7,0,15,187.406666666667,0.1726051574,59.0234375,1.03333333333333,1,0,"3",2.29333333333333
"5398","1","SEP2005",0,"SA",19,1,"P",1,226.980158730159,4,1.11777777777778,20,8,2,13,70.86,0,36.109375,1,0,21.0933333333333,"5",2
"5401","1","SEP2005",0,"SO",17,1,"P",1.11333333333333,260.367521367521,16.9833333333333,1.04666666666667,25.1066666666667,6,0.122666666666667,11,110.385833333333,0.0522788211,51.53125,1.02666666666667,0,-6.03108674113173e-13,"5",2.54
"5402","0","SEP2005",0,"SG",19,1,"P",1.84666666666667,557.388888888889,18,1,152.258888888889,1,1,10,435.486666666667,0,53.975078125,3,1,26,"3",0
"5403","0","SEP2005",0,"SA",21,1,"P",1.16666666666667,485.333333333333,18,2,62.68,2,2.32666666666667,8,432.115,0.19656651,57.296875,1.02666666666667,0,18.193333333333,"5",3
"5411","1","SEP2005",0,"SF",18,0,"P",1.11333333333333,254.00641025641,15.5544444444444,1.02,32.9666666666667,7.23111111111111,0,5,190.43,0.1362860971,28.87890625,1.06,0,-5.57444460961657e-13,"5",2.38
"5414","0","SEP2005",0,"SO",21,2,"P",1.32666666666667,583.333333333333,10,2,51.5733333333333,16,4,4,342.133333333333,0.3829503749,42.9140625,2,1,0,"3",0
"5415","0","SEP2005",0,"SB",18,1,"P",1.1,208.833333333333,12.5933333333333,1.00666666666667,60.2255555555556,11,0,4,140.920444444444,0.263081505,43.2421875,1,0,18.8933333333333,"5",0
"5419","1","SEP2005",1,"SA",18,1,"P",1.04,245.5,9,1,29,15,0.133333333333333,2,85.48225,0,84.46875,1,1,0,"3",0
"5421","1","SEP2005",360,"SA",17,0.88,"P",1.09333333333333,196.416666666667,14.790303030303,1.06,27.5013333333333,11.9653333333333,0.133333333333333,10.92,116.844444444444,0.0955402744,39.296875,1.02666666666667,0,3.89333333333277,"5",2.18666666666667
"5425","0","SEP2005",1,"SO",25,1,"H",1.17333333333333,500,19,3,66,7.56666666666667,1,12.7488888888889,559,0,50.1484375,1,2,2134,"3",1.30666666666667
"5427","0","SEP2005",0,"SF",25,1,"R",1.12666666666667,946.111111111111,26,2,86.2333333333333,4.71333333333333,0,7.23333333333333,754.166666666667,0.2291844259,44.6171875,1.00666666666667,0,70.4799999999998,"5",4
"5428","0","SEP2005",0,"SD",30,0,"R",1.11333333333333,900,22,2,73.5533333333333,5.03333333333333,2,7.62,1271,0.4088339759,53.2421875,1.04666666666667,0,68.9333333333332,"5",2.28
"5430","1","SEP2005",0,"SN",35,2,"R",1.18666666666667,1050,23,1,0,2.64,0,4.4,1117,0,50.79421875,1.08666666666667,1,0,"3",2.03333333333333
"5431","0","SEP2005",0,"SN",27,1,"R",1.88,701.333333333333,20,1,193.986666666667,6.70666666666667,1.6,12.4733333333333,532.226666666667,0.3066696515,62.4765625,3,0,39.5133333333333,"5",1
"5432","1","SEP2005",500,"SO",24,1,"H",1.15333333333333,3950,6,1,0,10.1933333333333,2,22.765,899,0.0266408469,54.8359375,1,1,1657,"3",3
"5433","1","SEP2005",600,"SM",44,1,"P",1.26,2952.33333333333,35,1.78666666666667,60,16.8133333333333,9.61333333333333,18.94,1794.69333333333,0.4540735967,53.9140625,1.1,0,119.12,"5",2.1
"5435","1","SEP2005",0,"SH",18,0,"P",1.09666666666667,706.055555555556,29,1,9.76888888888889,15,0.206666666666667,4,260.435555555556,0.0443999463,74.09375,1.01333333333333,1,0,"3",1.80833333333333
"5437","1","SEP2005",0,"SO",21,1,"P",1.10666666666667,622.666666666667,24.66,1.07866666666667,8.53333333333333,11.3466666666667,2.14,12.42,268.158888888889,0,59.5023177083333,1.02,0,2.97333333333285,"4",2.70666666666667
"5438","0","SEP2005",0,"SC",19,0,"R",1.12666666666667,327.472222222222,25.78,1.07333333333333,44.4,9.33333333333333,0.664,14.5688888888889,303.646666666667,0,57.2578125,1.08,0,4.73999999999958,"5",2.29333333333333
"5440","1","SEP2005",0,"SL",19,1,"P",1.13333333333333,242.923076923077,23,1,36.3422222222222,0,0.72,6,247.913333333333,0.0878064649,53.328125,1.03333333333333,0,-5.94961117409791e-13,"3",2.42666666666667
"5441","1","SEP2005",0,"SA",17,1,"P",1.14666666666667,297.916666666667,33.6310349206349,1.01333333333333,39.6,12.0133333333333,0.0199999999999999,19.8933333333333,208.575333333333,0.0318367059,39.9375,1.01333333333333,0,-6.34562032549487e-13,"5",2.23333333333333
"5444","1","SEP2005",2,"SO",23,1.24833333333333,"R",1.10666666666667,805.666666666667,24.3533333333333,1.14,8.76666666666667,2.96666666666667,1.2,5.28,564.02,0,45.6752864583333,1.01333333333333,0,7.71333333333297,"4",2.44
"5447","1","SEP2005",0,"SO",20,2,"R",1.09333333333333,559.666666666667,26.0973333333333,1.01333333333333,13.8866666666667,9.03333333333333,0.98,14.9466666666667,360.098888888889,0.1380654736,43.609375,1.00666666666667,0,26.0599999999996,"5",1.92
"5448","0","SEP2005",0,"SA",20,1,"R",1.09333333333333,574.666666666667,21.1016666666667,1.09333333333333,49.1066666666667,5.97333333333333,0.993333333333333,9,468.74,0,48.0231770833333,1.01333333333333,0,4.93999999999962,"4",2.65333333333333
"5452","0","SEP2005",0,"SA",27,1,"R",1.21333333333333,2528.33333333333,25.7533333333333,1.94,86.1866666666667,1,4.58666666666667,10.0933333333333,1602.2,0.0473487183,4.6826171875,1.08,0,445.546666666667,"5",1.84666666666667
"5453","1","SEP2005",1,"SO",30,1.12,"R",1.12666666666667,1353,16.5933333333333,1.15777777777778,8.1,2.26,1.21333333333333,5.55333333333333,687.84,0,40.9483072916667,1.08,0,15.8599999999997,"5",2.76666666666667
"5455","1","SEP2005",1,"SO",19,1,"P",1.10666666666667,182,13.2190476190476,1.02666666666667,21.9733333333333,13.0390476190476,0.973333333333333,15.1511111111111,49.7945833333333,0,83.46875,1.02,0,0.0133333333327787,"5",2.35333333333333
"5457","1","SEP2005",0,"SO",17,0.8,"R",1.13333333333333,375.666666666667,34.4720666666667,1.00666666666667,22.7022222222222,9.54,0.133333333333333,14.9744444444444,324.723333333333,0.0225529986,75.125,1.04666666666667,0,5.43333333333277,"5",2.26
"5470","1","SEP2005",0,"SE",20,1,"R",1.11833333333333,835.6,29.38,1.28,15.3,18,2,28,588.686666666667,0,94.375,1,0,118.02,"5",0
"5494","1","SEP2005",0,"SB",19,1,"P",1.14,794.833333333333,7,3,0,13,1,55,522.04,0.1395260603,65.734375,1.05333333333333,0,65.0999999999997,"5",2.58
"5499","1","SEP2005",0,"SC",18,1,"P",1,100,5,2,19.8780952380952,13,2,33,95.4911111111111,0,74.65625,1,2,0,"3",1.12314814814815
"5501","1","SEP2005",0,"SF",20,1,"P",1.22666666666667,675,28.0066666666667,1.12,16.21,27,0,28,366.353333333333,0.1719921078,69.4375,1.02666666666667,0,3.54666666666622,"5",2.24666666666667
"5507","1","SEP2005",0,"SB",18,1,"P",1,222.666666666667,4,1,43.1876666666667,4,0.226666666666667,23,118.501111111111,0,25.3359375,1.02666666666667,1,0,"3",2.08
"5509","1","SEP2005",0,"SH",18,0,"P",1.28666666666667,2016.27777777778,19,2,20.8266666666667,16,16,20,660.82,0.0691992417,71.484375,1,2,0,"3",1.46666666666667
"5512","1","SEP2005",0,"SA",19,1,"P",1.06,156.619047619048,18,1,18.0866666666667,18,1,18,94.3684444444444,0.06483593,64.5625,1.04222222222222,1,0,"3",2.06111111111111
"5514","1","SEP2005",0,"SK",19,0,"P",1.16666666666667,350,8,1.21333333333333,21.44,20,0,16,0,0,90.4375,1.05333333333333,0,-5.63886715099216e-13,"5",2.74666666666667
"5515","1","SEP2005",0,"SN",18,1,"P",1.02,259.666666666667,14.908,1.02666666666667,31.8315555555555,11,0,16,124.606666666667,0,44.3046875,1,0,8.53833333333324,"5",1
"5517","0","SEP2005",0,"SB",21,1,"P",1.11333333333333,538.416666666667,27,3,80.4333333333333,4,4,14,464.926666666667,0.2743537975,53.4765625,1.02666666666667,1,0,"3",2.54
"5522","1","SEP2005",400,"SE",22,1.83333333333333,"P",1.12,728.333333333333,22.3533333333333,1.29866666666667,11.1266666666667,8.97333333333333,2.42,12,440.313333333333,0.0225493418,76.328125,1,0,32.0066666666663,"5",0.86
"5525","0","SEP2005",0,"SA",23,1,"R",1.11333333333333,50,16,1,131,1,1.49111111111111,10,410.877777777778,0.1844382458,60.2265625,1,1,0,"3",0
"5527","1","SEP2005",0,"SO",18,1,"P",1.09333333333333,275,40,1,20.6066666666667,3,0,8,239.246666666667,0.06942669,85.921875,1.00666666666667,1,0,"3",1.53866666666667
"5530","1","SEP2005",0,"SC",18,1,"P",1,205.877777777778,2,1,35,8,0,4,73.3091111111111,0.0260793332,68.890625,1.10666666666667,1,0,"3",2.17333333333333
"5534","1","SEP2005",1380,"SA",25,1.80666666666667,"R",1.39333333333333,2316.66666666667,28.6133333333333,1.8,26.1613333333333,2,3.17333333333333,1,1292.94,0,25.546875,1.04666666666667,0,358.08,"5",1.98666666666667
"5535","0","SEP2005",0,"SB",18,1,"P",1.40333333333333,358.5,11,2,83,3,1,2,298.956666666667,0.1500144256,69.234375,2,2,36,"2",0
"5536","0","SEP2005",0,"SB",19,1,"P",1,396.388888888889,5,2,46,2,2,2,265.717222222222,0.1163327864,61.8359375,1,2,0,"3",2
"5537","0","SEP2005",0,"SL",18,0,"P",1,2427.72222222222,5,1,68,8.16666666666667,7,1,610.246666666667,0,60.7109375,1.16666666666667,1,0,"3",2.4
"5538","0","SEP2005",0,"SL",37,1,"H",1.36666666666667,3200,7,3,64,7.88,3.01333333333333,10.3466666666667,960,0.0160792679,23.77734375,1,2,3073,"3",1.88666666666667
"5539","1","SEP2005",0,"SA",18,1,"P",1.04,184.216666666667,13.3144444444444,1.03333333333333,24.9133333333333,13.5533333333333,0.0986666666666666,13.2733333333333,82.15,0,59,1.00666666666667,0,-6.08035103747776e-13,"5",1.82
"5540","0","SEP2005",0,"SL",18,1,"R",1.65333333333333,580.8,17,1,283.216,4.63333333333333,0,2,497.9,0.755167596,42.1640625,1.38,1,0,"3",2.14
"5541","0","SEP2005",0,"SL",32,1,"R",1.42666666666667,100,9,3,61,2.82666666666667,1,8.73333333333333,660.38,0.1012677094,64.484375,2,1,0,"3",2
"5542","0","SEP2005",0,"SA",21,1,"P",1.20666666666667,378.333333333333,25,2,50.9755555555556,12.38,0,19.2483333333333,339.32,0.2322806967,62.4765625,1,2,0,"3",0.655555555555556
"5543","0","SEP2005",200,"SO",22,1.36,"R",1.13333333333333,200,12,2,50,5.03,0,10.0706666666667,451.526666666667,0.1040422472,42.0078125,1,2,322,"3",1.63333333333333
"5544","0","SEP2005",0,"SN",25,1,"R",2,350,3,2,91.6633333333333,5.84666666666667,1.36666666666667,9.09333333333333,491.146666666667,0.0089848849,36.921875,2,2,310,"3",0
"5545","0","SEP2005",1,"SA",21,1,"P",2,50,3,2,245,8.88666666666667,2,12.2893333333333,257.850666666667,0.4393948736,51.9453125,3,2,183,"3",1
"5547","0","SEP2005",0,"SN",27,1,"R",1.13333333333333,250,6,1,105,11.5866666666667,3,23.1333333333333,372,0.0299216452,78.671875,1.20666666666667,1,0,"3",3
"5548","0","SEP2005",0,"SD",35,1,"R",1,554.666666666667,6,1,112,3.22666666666667,1.58666666666667,8.15333333333333,707.773333333333,0.1097561608,26.36328125,1,1,105,"3",2
"5551","0","SEP2005",1,"SN",20,1,"P",1,434.666666666667,6,1,41,9.51444444444444,1.595,16.2733333333333,291.612222222222,0.1880226149,54.4765625,1,1,0,"3",2
"5552","0","SEP2005",0,"SL",25,1,"R",1,539.633333333333,1,1,206,6.72444444444444,1.24,12.165,572.863333333333,0.5285404492,22.078125,2,1,0,"3",0
"5556","1","SEP2005",0,"SO",26,1.23333333333333,"R",1.14666666666667,1155.66666666667,17.8466666666667,1.21333333333333,9.69333333333333,2.54,1.07333333333333,4.95333333333333,611.44,0,42.9021875,1.06,0,12.7466666666664,"5",2.64
"5557","1","SEP2005",0,"SL",37,2,"R",1.18,2019.66666666667,25.6533333333333,1.60666666666667,16.1266666666667,2.38,2.54,7.65333333333333,1616.27333333333,0,66.234375,1,0,365.416666666667,"5",1.09333333333333
"5562","1","SEP2005",0,"SA",18,0,"P",1.11333333333333,314.25,34.6733333333333,1.04666666666667,41.525,12.0366666666667,0.26,25.3075,325.098666666667,0,73.0461111111111,1.01333333333333,0,-6.3664629124105e-13,"4",1.87333333333333
"5574","1","SEP2005",0,"SC",26,1,"R",1.1,1156.33333333333,19.7822222222222,1.22,8.56666666666667,3.012,1.04666666666667,6.62666666666667,700.3,0.1346373684,52.5,1.02666666666667,0,12.613333333333,"5",2.34
"5579","1","SEP2005",0,"SB",18,1,"P",1,950,3,1,4.81666666666667,27,0,30,190.705555555556,0.065126488,45.796875,1,1,0,"3",2
"5588","1","SEP2005",1,"SM",18,1,"P",2,350,1,1,34.8466666666667,5,0,43,62,0.0094620834,57.8515625,1.12666666666667,1,0,"3",2.16933333333333
"5589","1","SEP2005",0,"SF",18,1,"P",1.14,633.166666666667,9.78333333333333,1.22,6.36666666666667,6,0,57,147.735,0,84.03125,1.02,0,16.3133333333332,"5",2.48
"5600","1","SEP2005",0,"SB",20,2,"P",1.11333333333333,433.666666666667,13,1,29,9,2,77,180.356666666667,0.0194835649,81.4375,1,1,0,"3",0
"5605","1","SEP2005",0,"SN",20,1,"P",1.14133333333333,500,20,1,36,14.0216666666667,2,26,168.393333333333,0.0049683395,72.078125,1.05333333333333,1,0,"3",2.535
"5606","0","SEP2005",0,"SM",19,1,"P",1.36666666666667,300,6,2,79.4,0,1,21,372,0.0023965468,84.515625,1,2,0,"3",1.36666666666667
"5609","0","SEP2005",60,"SF",18,1,"P",1.10666666666667,205,7,1,50,12,0,18,164.43,0.2951163342,47,1,1,0,"3",2
"5610","0","SEP2005",1,"SF",25,0,"P",2,1015,4,5,676,23,7,18,685.766666666667,0.5132458098,80.234375,2,2,0,"3",1
"5612","1","SEP2005",0,"SO",17,1,"P",1.12666666666667,359,10.0066666666667,1.04666666666667,31.2133333333333,27,0.886666666666667,15,71.35,0,34.953125,1.02666666666667,0,2.30666666666607,"5",3.24666666666667
"5616","1","SEP2005",1,"SO",20,0,"P",1.17,752,31,1,10.7533333333333,2,1,14,423.32,0.3062857343,68.171875,1,1,0,"3",0
"5623","0","SEP2005",0,"SN",21,1,"P",1.18,100,22,2,104,12,1,8,416.366666666667,0.3568480238,63.5,1,2,166,"3",1.38
"5628","0","SEP2005",0,"SD",17,1,"P",1.13333333333333,255.083333333333,12.4708888888889,1.02666666666667,53.5455555555556,9,0.45,6,179.656666666667,0.4134533964,51.171875,1.13333333333333,0,3.57333333333295,"5",2.30666666666667
"5629","0","SEP2005",0,"SD",27,1,"R",1.17333333333333,578,13,2,69.6733333333333,4.28,2.12666666666667,4,769.546666666667,0,44.2890625,1,2,0,"3",1.25666666666667
"5633","0","SEP2005",1,"SO",21,2,"P",1.33333333333333,300,13,1.37333333333333,230,0,1,3,264.253333333333,0.2563474672,43.0546875,1.17333333333333,0,121.766666666666,"5",3
"5635","1","SEP2005",400,"SB",18,1.06,"P",1.18,386.923076923077,27.0393581780538,1.08,40.597,1,0,3,491.786666666667,0.4192184964,35.7265625,1.08916666666667,0,18.8066666666662,"5",2.42364444444444
"5637","1","SEP2005",0,"SH",20,3,"P",1.1,950,22,2,16.1066666666667,2,2,2,373,0.6924622245,51.484375,1,2,247,"3",1.15733333333333
"5638","0","SEP2005",600,"SD",21,1,"R",1.15333333333333,558.333333333333,18,1,69.7155555555556,7.27333333333333,1,11.5066666666667,462.86,0.2530657789,59.7265625,1,0,77.98,"5",0
"5640","0","SEP2005",1,"SN",34,1,"R",1,200,5,3,76.2466666666667,5.56666666666667,2.19333333333333,7.93666666666667,777.6,0.0966413212,44.6640625,1,3,259,"3",1
"5641","1","SEP2005",0,"SF",30,3,"H",4,4884.33333333333,3,3,80.4733333333333,15.7683333333333,5.06111111111111,24.68,1705.40666666667,0,62.4695377604167,7,3,3324,"3",0
"5642","1","SEP2005",0,"SL",18,1,"P",1,428,5,1,21.92,3,2,3,193.8,0.3108844897,48.03125,1.11333333333333,1,0,"3",2.24166666666667
"5643","0","SEP2005",0,"SO",36,1,"R",1.40666666666667,503.666666666667,16,2,166,3.49333333333333,2,6.42666666666667,663.553333333333,0.4644635534,45.015625,1,1,0,"3",1
"5646","0","SEP2005",0,"SO",32,0,"R",2,5250,2,2.39333333333333,0,3.56666666666667,0,7.46,5830,0.1021318284,54.6015625,1,0,232.48,"5",1
"5647","0","SEP2005",0,"SF",18,1,"P",1.18,423.166666666667,31.8,1.06,52.4533333333333,9.08266666666667,0.226666666666667,19.6266666666667,293.563333333333,0,66.8095052083333,1.0425,0,7.95333333333287,"4",1.9
"5649","1","SEP2005",0,"SF",18,0.906666666666667,"R",1.16,379.416666666667,25.4950724637681,1.02666666666667,31.7922222222222,9.16,0.1,11.2,403.636666666667,0.3028709833,34.5859375,1.04,0,4.56666666666614,"5",2.12666666666667
"5653","0","SEP2005",0,"SB",30,1,"R",1.13333333333333,700.111111111111,20.04,1.22,51.5933333333333,2.93333333333333,1.65333333333333,7.59333333333333,685.29,0.4535734113,33.953125,1.06,0,26.7066666666663,"5",2.75777777777778
"5655","1","SEP2005",1,"SA",18,0,"P",1.04,209.416666666667,18.0733333333333,1.00666666666667,26.6666666666667,13,0,6,130.11,0.0727200536,59.2109375,1,0,1.09999999999945,"5",0.575151515151515
"5656","0","SEP2005",0,"SO",19,1,"P",1.1,303.589743589744,17,1,45.1333333333333,8.66133333333333,3,8,265.26,0.0458572375,55.796875,1.02666666666667,1,0,"3",2.54
"5663","1","SEP2005",0,"SB",21,4,"R",1.14,687.666666666667,24.8333333333333,1.18666666666667,14.38,5.50666666666667,1.42,8.10666666666667,394.315555555556,0,46.2642447916667,1.05333333333333,0,20.7999999999997,"4",2.66666666666667
"5665","1","SEP2005",1,"SM",20,1.26,"R",1.09333333333333,728.666666666667,22.5533333333333,1.12,9.37333333333333,4.26,1.20666666666667,8.54,457.74,0.2211151049,58.8046875,1.01333333333333,0,37.453333333333,"5",2.25111111111111
"5667","1","SEP2005",0,"SB",18,1,"P",1.04,196.016666666667,42,1,43.27,13,0,17,165.243333333333,0.0844519993,66.8125,1.06666666666667,1,0,"3",1.94
"5679","1","SEP2005",0,"SH",18,1,"P",1.13333333333333,763.083333333333,13.1466666666667,1.40666666666667,10.18,20,0,55,178.321666666667,0.1490318854,80.609375,1,0,1.70666666666654,"5",0
"5682","0","SEP2005",1520,"SD",39,1,"R",1.37333333333333,9350,11,2,0,0,0,5,7781,0.087926121,59.78125,1.18666666666667,1,0,"3",2.56
"5696","0","SEP2005",0,"SH",19,1,"P",1.92666666666667,750,13,2,222.863333333333,15,0,45,0,0,81.90625,2,2,0,"3",0
"5697","0","SEP2005",1,"SB",22,1,"P",1.20666666666667,400,16,1,106,12,4,44,187,0,64.09375,1.14666666666667,1,0,"3",2.53333333333333
"5701","0","SEP2005",0,"SO",18,0,"P",1.81,772.777777777778,28,1,258.571111111111,18,0,29,1001.68,0,96.03125,2,1,0,"3",0
"5702","1","SEP2005",0,"SE",20,2,"P",1.08,572.35,20,1,15,9,2,28,261.41,0,84.6875,1,1,0,"3",0
"5703","1","SEP2005",0,"SO",17,1,"P",1.05666666666667,175.05,12.3404444444444,1.01333333333333,21.5073333333333,5,0,27,92.5255555555556,0,81.875,1,0,2.9149999999999,"5",0
"5704","1","SEP2005",0,"SC",19,1,"P",2,682.333333333333,3,1,1,24,0,25,159.381111111111,0,74.46875,2,1,0,"3",0
"5707","0","SEP2005",0,"SO",19,1,"R",1.34,263.833333333333,11,2,39,25,0,18,199.513333333333,0.0813231261,47.65625,1,2,0,"3",0
"5710","1","SEP2005",1,"SO",19,1,"P",1.1,496.333333333333,9,1.08666666666667,2.46,20,2,13,142.946666666667,0.1957030515,43.515625,1.02,0,0.653333333332794,"5",3
"5711","1","SEP2005",0,"SM",18,1,"P",1.02666666666667,236.166666666667,13.8288888888889,1.02,28.2744444444444,12,0.133333333333333,13,91.424,0.0044819246,77.65625,1,0,-6.43467501504347e-13,"5",0.96
"5714","0","SEP2005",0,"SA",18,0,"P",1.09333333333333,211.809523809524,9.5,1.12,65.7933333333333,10,0,12,155.427777777778,0.1424364648,25.16015625,1.08666666666667,0,10.6866666666663,"5",3
"5715","1","SEP2005",0,"SA",19,1,"P",1.15166666666667,300,16,1,26.26,27,2,11,140.353333333333,0.2073803465,62.6796875,2,1,0,"3",0
"5718","0","SEP2005",160,"SO",16,1.02,"P",1.24,294.666666666667,18.6466666666667,1.13333333333333,61.7533333333333,22,0,11,185.887777777778,0.1350443433,55.1796875,1,0,21.1977777777778,"5",0
"5726","1","SEP2005",1,"SL",22,0,"P",2,1300,4,3,25,1,0,6,930,0.3386107404,61.5859375,3,2,0,"3",1
"5728","0","SEP2005",0,"SB",21,1,"P",1.87333333333333,500,18,3,255.503333333333,5,2.84,5,32,0.1132670136,88.28125,1,2,669,"3",0
"5731","1","SEP2005",1,"SC",18,1,"P",1,2618.33333333333,2,1.62666666666667,45,4,8,5,1334.50666666667,0.057579289,79.1875,2,0,255.837777777778,"5",0
"5732","1","SEP2005",1,"SC",18,1,"P",1,2612.66666666667,3,1.58666666666667,45,3,7,4,1195.51333333333,0.0747213496,76.625,2,0,266.824444444444,"5",0
"5733","0","SEP2005",0,"SE",23,0,"P",1.2,2079.33333333333,50,1.74666666666667,83.7133333333333,25,7.38666666666667,4,1626.88222222222,0.0448162091,50.40625,1,0,454.66,"5",0
"5734","1","SEP2005",0,"SC",19,2,"P",1.04666666666667,300,18,1,25.4022222222222,11,1,2,147.314666666667,0,85.171875,1,1,0,"3",0
"5736","0","SEP2005",0,"SO",19,1,"P",1.06333333333333,191.25,13.3844444444444,1,62.14,9.57,0.36,3,132.733777777778,0.0911159785,40.2734375,1,0,25.9371428571429,"5",0
"5737","0","SEP2005",1,"SO",24,1.04666666666667,"P",1.18,1915.33333333333,33.1466666666667,1.56,71.7444444444445,10.8333333333333,9.6,3,1683.20222222222,0.0963164198,97.703125,1.02666666666667,0,213.486666666667,"5",2.06666666666667
"5739","1","SEP2005",0,"SO",17,1,"P",1.13333333333333,251,32.2507826086957,1.00666666666667,35.5088888888889,2,0.0733333333333334,2,276.4,0.2027664306,47.1015625,1.02666666666667,0,0.00666666666606128,"5",2.22444444444444
"5741","0","SEP2005",260,"SO",54,1,"H",1.92666666666667,3086.33333333333,11,2,211.94,4.6,0,6.59333333333333,1364.14666666667,0.1605637595,27.171875,1,2,0,"3",1.31333333333333
"5742","1","SEP2005",1,"SH",31,0,"H",1.32666666666667,100,14,1,45.13,13.8133333333333,5,15.93,678.830666666667,0.1955917897,64.625,1,1,0,"3",0
"5743","1","SEP2005",1,"SB",27,4,"P",1.44,5500,13,1,0,19,7.26666666666667,29.9466666666667,4371,0.0612715526,63.234375,1,0,1190.28,"5",0
"5745","0","SEP2005",0,"SM",31,1,"H",1.44666666666667,3150,11,4,75,6.228,0,14.4733333333333,2635,0.1518210238,63.40625,1,4,0,"1",0
"5746","1","SEP2005",1040,"SN",30,2,"R",1.28,2250,12,2,63,6.93777777777778,1,14.9133333333333,2354,0,78.25,1,2,408,"3",1
"5748","1","SEP2005",1140,"SO",38,1,"R",2,750,4,2,1,8.315,0,9.68,1,0.0951253639,21.578125,3,1,0,"3",0
"5749","0","SEP2005",1660,"SO",31,3,"R",1,946.666666666667,2,2,80,4.76333333333333,0,9.92,780.813333333333,0.264149636,60.421875,2,2,98,"3",0
"5751","1","SEP2005",620,"SL",37,1,"R",1.2,1866,46,1,19.8266666666667,3.78,2.66333333333333,10.32,1198.64444444444,0.0945957568,67.65625,1,1,0,"3",0
"5752","1","SEP2005",80,"SC",19,0,"P",1.16666666666667,494.194444444444,8,1,0,0,1,9.32,191.199166666667,0.158295156,52.609375,1.04666666666667,0,0.186666666666182,"5",3
"5754","0","SEP2005",0,"SA",18,1,"P",1.10666666666667,416.00641025641,12,1.05333333333333,0,0,0,2,340.65,0.1034476236,86.515625,1.07333333333333,0,1.01999999999948,"5",2.59333333333333
"5758","1","SEP2005",0,"SC",19,2,"R",1.08,470.333333333333,22.3266666666667,1.26,24.72,8.5,0.956666666666667,13.6804444444444,299.54,0.2461144789,66.875,1,0,122.111666666667,"5",0
"5760","0","SEP2005",0,"SL",18,1,"R",1.12666666666667,302.833333333333,17.3833333333333,1.04,62.4,7.09333333333333,0.206666666666667,9.92,349.03,0.1884654928,40.9993229166667,1,0,48.1133333333333,"5",0
"5761","0","SEP2005",2,"SO",43,1,"R",1.21333333333333,894,22.8466666666667,1.55333333333333,86.0866666666667,4.16,3.42666666666667,7.45333333333333,815.7,0.1497400082,49.234375,1,0,174.22,"5",0
"5764","0","SEP2005",0,"SE",19,1,"P",1.14666666666667,100,8,1,62.4722857142857,5,0,5,268.706666666667,0.1834386708,67.265625,1,1,118,"3",0
"5766","1","SEP2005",0,"FT",22,1.42,"R",1.11333333333333,913.666666666667,27.1133333333333,1.18,13.9466666666667,5.18666666666667,1.4,11.82,694.106666666667,0.1746369363,76.875,1.02,0,15.5666666666663,"5",2.30666666666667
