"","GOOD","app_date","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","NewFeature1","NewFeature2"
"6311","1","OCT2005",0,"SL",21,"1","P",0.00666666666664177,557.666666666667,17.86,1.26666666666667,7.85333333333333,11.6933333333333,2.02,16.88,256.966666666667,0.0660766528,21.9921875,1,0,51.3066666666667,"5",0,0.394584401249615,-378.513333333333
"6312","1","OCT2005",1,"SL",21,"1","P",-2.48956411041945e-14,416.666666666667,17.2153968253968,1.26,12.76,8.52666666666667,2.06,14.7466666666667,254.353333333333,0.0539085655,23.8203125,1,0,70.98,"5",0,0.416745050178118,-328.651111111111
"6314","0","OCT2005",1,"SA",21,"1","R",0.0599999999999791,1127.66666666667,25.9066666666667,2.56,293.206666666667,0,3.84,9.56666666666667,987.434666666667,1.2938380428,10.015625,0,0,43.5266666666661,"5",12,0.608911311557159,-558.053333333333
"6316","0","OCT2005",1,"SM",24,"1","P",0,450,15,5,90,11.4,3.49666666666667,23.72,186,0.1748389634,60.9921875,1,2,0,"3",4,0.413333333333333,-264
"6319","0","OCT2005",0,"SO",46,"1","H",1,200,5,1,229.02,4,16,1,217,0.8397847973,75.03125,2,1,0,"3",1,1.085,17
"6321","1","OCT2005",120,"SE",17,"1","P",-2.37036316500886e-14,524.333333333333,14.0533333333333,1.14,12.44,11.4133333333333,0.933333333333333,18.1466666666667,297.426666666667,0.4806736009,64,1.11333333333333,0,26.4399999999999,"5",4,0.401448228021789,-392.706666666667
"6323","0","OCT2005",0,"SB",27,"1","P",-2.31004104733756e-14,277.666666666667,24.0466666666667,1.25333333333333,116.526666666667,7.04666666666667,2.60666666666667,10.62,460.182666666667,0.1200717608,49.29794921875,0,0,3.47333333333267,"5",12,0.59731783050684,-261.473333333333
"6324","0","OCT2005",0,"SO",23,"1","P",-2.47775873892427e-14,336.333333333333,22.1433333333333,1.08,66.3266666666667,11.5333333333333,2.28,18.44,301.896,0.0074507079,55.8359375,0,0,0.486666666665863,"5",12,0.474843647696839,-314.92
"6326","0","OCT2005",0,"SO",18,"1","P",4,1500,4,2,193.705,0,0,7,249,1.0685018599,16.71484375,3,2,0,"3",1,0.166,-1251
"6331","1","OCT2005",1,"SC",23,"1","R",1,700,2,3,39.4266666666667,24,3,29,372,0.0434395871,60.265625,2,1,0,"3",1,0.531428571428571,-328
"6347","1","OCT2005",0,"SF",19,"1","P",0,250,9,1,20,27,1,27,0,0.1306445431,53.484375,1,1,0,"3",1,0,-250
"6348","1","OCT2005",360,"SF",18,"1","P",0,1313,49,1,15.0466666666667,0,0,20,569.593333333333,0.0735737316,75.546875,0,1,0,"3",12,0.35717838702322,-1108.08666666667
"6349","1","OCT2005",1,"SO",19,"1","P",1.04666666666667,325.333333333333,4.77,1.07333333333333,6.28666666666667,3,1,15,63.9133333333333,0,67.546875,0,0,0.186666666665715,"5",12,0.182066799055955,-333.64
"6351","0","OCT2005",0,"SE",19,"1","P",0,378.333333333333,34,1,78.3866666666667,1,0,10,367.333333333333,0.3104214082,82.640625,1,1,0,"3",0,0.521685418886456,-357.68
"6353","0","OCT2005",0,"SN",21,"1","P",0,200,45,1,141.313333333333,0,2,7,462.006666666667,0.3472616859,49.96875,3,1,0,"3",0,0.632046133462846,-320.12
"6357","1","OCT2005",1,"SM",21,"1","P",0,784.666666666667,8,2,26,5,2.67833333333333,3,639.133333333333,0.1224523096,40.3046875,1,1,120,"3",3,0.472979452973495,-698.14
"6358","0","OCT2005",0,"SA",18,"1","P",1,227.333333333333,1,1.10666666666667,0,9,0.34,1,178.233333333333,0,76.703125,2,0,12.56,"5",1,0.454001355024098,-240.205
"6359","0","OCT2005",0,"SO",20,"2","P",0,200,14,1,121,0,0,1,298.426666666667,0.1186839635,63.7890625,2,1,45,"3",1,0.497230342872113,-433.266666666667
"6360","0","OCT2005",440,"SO",22,"2","R",0,1900,28,1,107.226666666667,8.38,1,11.6933333333333,977.96,0.2279401352,50.40625,2,1,2172,"3",0,0.435064407467546,-1096.92666666667
"6365","1","OCT2005",1080,"SO",41,"1","R",0,493.666666666667,17,1,45,2.97333333333333,0,4.14,762.5,0.017676133,40.7734375,0,1,0,"3",12,0.627939384475147,-367.82
"6366","0","OCT2005",0,"SB",19,"1","P",0,154,10,1,95.6166666666667,10.5366666666667,0.986666666666667,11.4066666666667,206.06,0.6435325369,33.921875,2,1,0,"3",0,0.514687324731913,-214.526666666667
"6367","1","OCT2005",1,"SL",21,"2","R",0,652.666666666667,16,1.12,13.8933333333333,13.32,0,22.36,316.36,0,56.9234375,0,0,2.10666666666597,"5",12,0.350420828254425,-605.7
"6368","1","OCT2005",0,"SA",19,"1","P",0,172,11,1.1,29,11.1177777777778,0.866666666666667,15.04,98.32,0,64.6875,1,0,0.313333333333164,"5",0,0.374288033650394,-151.2
"6369","0","OCT2005",1420,"SE",23,"1","R",0.0266666666666437,395.333333333333,20.26,1.4,134.68,4.73333333333333,1.46,7.53333333333333,416.3,0,37.6171875,1,0,100.16,"5",0,0.581952803957618,-306.72
"6370","0","OCT2005",840,"SC",33,"1","R",0,378.333333333333,62,1.41333333333333,115.966666666667,5.02,1.63333333333333,8.57333333333333,650.766666666667,0.3025175128,57.640625,1,0,90.7933333333333,"5",1,0.680027110021753,-254.286666666667
"6371","1","OCT2005",0,"SF",30,"1","R",-2.12485584683009e-14,1089.66666666667,23.4466666666667,1.21111111111111,14.4266666666667,3.04,2.17333333333333,4.8,949.54,0.0118583167,38.40625,0,0,12.0399999999994,"5",12,0.539064000217203,-655.886666666667
"6378","0","OCT2005",0,"SO",19,"1","R",0.0199999999999781,290,20.1952380952381,1.62,151.482666666667,8.00166666666667,0.926666666666667,11.2,284.564444444444,0,12.115234375,0,0,1.42666666666577,"5",12,0.515055030328838,-300.16
"6383","0","OCT2005",0,"SD",22,"1","P",1,50,1,1,345,10,2,1,290.74,0.0689468121,47.21875,1,1,44,"3",1,0.544225375908559,-261.5
"6409","1","OCT2005",1,"SO",19,"1","P",1,1200,2,2,0,10,0,42,188,0.0104268068,70,2,2,0,"3",1,0.156666666666667,-1012
"6410","0","OCT2005",140,"SH",22,"2","P",0,615,19,5,99.9533333333333,7,4,41,463.493333333333,0.1220269308,54.3515625,1,1,0,"3",2,0.45790373157435,-438.886666666667
"6411","1","OCT2005",1,"SD",19,"1","P",1.10666666666667,950,6,1,0,17,1,34,0,0.2113912073,75.25,1.12666666666667,1,0,"3",3,0,-950
"6413","1","OCT2005",0,"SH",19,"1","P",0,224.333333333333,12,1,24,6,1,24,183.6,0,79.328125,0,1,0,"3",12,0.423472358732583,-246.573333333333
"6414","1","OCT2005",0,"SE",19,"1","P",0,681.666666666667,25,1,5.31333333333333,17,2,20,471.906666666667,0,72.453125,2,1,2,"3",0,0.443488411694287,-513.726666666667
"6415","0","OCT2005",0,"SN",18,"1","P",1,200,3,2,72.66,5,0.453333333333333,17,287.48,0.2265863293,35.734375,1,2,152,"3",0,0.50615762138039,-327.626666666667
"6416","1","OCT2005",1,"SD",21,"2","P",-2.4141799670474e-14,498.666666666667,16.787619047619,1.13333333333333,12.44,10.0466666666667,1.96,14,291.446666666667,0.293011534,46.828125,0,0,5.63999999999929,"5",12,0.383345224750093,-395.05
"6417","0","OCT2005",0,"SL",19,"1","P",0,1050,14,2,225.366666666667,19,1,15,64,0.0932099815,74.96875,3,0,579.386666666667,"2",0,0.060952380952381,-986
"6419","1","OCT2005",1,"SE",19,"1","P",0,709,10,1,11,1,2,8,601.246666666667,0.1659387313,65.6875,1,1,224,"3",3,0.477576501962594,-596.28
"6420","0","OCT2005",0,"SE",18,"1","R",0.0333333333333119,538.333333333333,26.7066666666667,1.99333333333333,232.033333333333,6,0.833333333333333,7,455.4,0.0320853182,1.8193359375,0,0,13.1799999999992,"5",12,0.516379948848187,-477.973333333333
"6421","1","OCT2005",0,"SB",18,"1","R",0.0199999999999783,1060.66666666667,28.5133333333333,1.2,79.1133333333333,2,0,6,1225.67333333333,0.0249344311,98.015625,0,0,22.4866666666659,"5",12,0.602215117683967,-499.733333333333
"6422","1","OCT2005",20,"SB",18,"1","P",0,1130.33333333333,51,3,20.5333333333333,5,1.22,3,677.306666666667,0.2715593008,51.0625,2,2,0,"3",1,0.41735343635759,-782.366666666667
"6423","0","OCT2005",0,"SO",19,"2","P",0,157.666666666667,8,1,52.3133333333333,5.84,0.833333333333333,1,223.113333333333,0.1048476938,42.9453125,1.16666666666667,1,0,"3",4,0.533344381320705,-195.78
"6425","1","OCT2005",0,"SO",45,"1","R",0,1350.66666666667,18,1,0,4.72,2.82666666666667,4.76666666666667,891.62,0.0496109958,58.515625,2,1,0,"3",1,0.55250286485895,-703.193333333333
"6426","1","OCT2005",0,"SO",21,"2","P",-2.54307686020638e-14,437.333333333333,17.202,1.10666666666667,17.4933333333333,0,1.14666666666667,7.71333333333333,372.688888888889,0.2488413276,61.71875,0,0,6.70666666666597,"5",12,0.456323116573135,-401.323333333333
"6427","1","OCT2005",0,"SO",21,"2","P",0.013333333333308,390.666666666667,16.218,1.07333333333333,16.7133333333333,0,0.813333333333333,7.72666666666667,278.413333333333,0.2681732327,58.8203125,0,0,1.28666666666595,"5",12,0.461284204552405,-344.143333333333
"6430","1","OCT2005",0,"SO",19,"1","P",0,100,14,1,39.04,0,0,9.04333333333333,208.753333333333,0.2207968328,61.28125,0,1,0,"3",12,0.521241054427243,-218.566666666667
"6433","0","OCT2005",0,"SB",20,"1","P",0.0133333333333111,202.666666666667,18.5366666666667,1.18666666666667,88.52,10.12,1.48666666666667,26.92,278.86,0.3088257052,81.796875,2,0,21.5133333333333,"5",0,0.547286704114907,-198.326666666667
"6435","1","OCT2005",0,"SA",24,"2","R",0.00666666666664378,829.333333333333,26.1783333333333,1.08,23.54,2.84,1.06,7.3,694.673333333333,0,42.0469401041667,0,0,28.7999999999994,"4",12,0.494317876095185,-617.1
"6436","0","OCT2005",0,"SB",40,"2","R",2,1612,3,2,187.888333333333,5.52666666666667,3.44,8.20666666666667,1111.82666666667,0.2182433242,42.6328125,3,2,982,"3",1,0.467781496102669,-1163.72666666667
"6444","1","OCT2005",0,"SA",18,"1","R",0.0133333333333102,279.666666666667,20.228,1.04,17.84,7.85333333333333,0.306666666666667,12.5266666666667,224.966666666667,0,45.4407161458333,0,0,2.219999999999,"4",12,0.472749746218175,-274.793333333333
"6445","1","OCT2005",0,"SL",18,"1","P",0.0133333333333088,421.333333333333,18.2523333333333,1.07333333333333,14.0933333333333,0,0.273333333333333,3,255.733333333333,0.1436564941,57.3125,0,0,2.27333333333239,"5",12,0.433705445194173,-325.413333333333
"6446","1","OCT2005",1,"SC",18,"1","P",0.0266666666666426,504.5,22.4013333333333,1.16,34.0133333333333,25,0,12,531.033333333333,0.1569962427,36.09375,1,0,133.46,"5",0,1.22214500347131,-7.11333333333333
"6451","1","OCT2005",0,"SO",18,"1","P",1,143.333333333333,5,1.08444444444444,44,16,1,17,112.026666666667,0,77.5,1,0,4.52666666666652,"5",1,0.307688010067275,-194.386666666667
"6454","1","OCT2005",0,"FT",20,"2","R",0.00666666666664357,573.666666666667,20.9466666666667,1.16,18.5466666666667,13.4033333333333,0.92,13.84,349.004444444444,0,20.37109375,0,0,18.1333333333326,"5",12,0.413685524822086,-559.756666666667
"6460","1","OCT2005",0,"SF",17,"1","H",0.0199999999999779,4759.33333333333,37.7828571428571,1.58666666666667,34.3466666666667,18,9.02888888888889,82,2042.84333333333,0.2513185916,70.578125,0,0,20.8799999999994,"5",12,0.401456273387088,-4770.9
"6472","0","OCT2005",0,"SO",27,"1","P",1,1650,5,4,69,16,3,56,991,0.0377413034,51.78125,2,3,92,"2",1,0.600606060606061,-659
"6473","1","OCT2005",0,"FT",19,"1","P",0,1534.33333333333,54,1,16.9666666666667,12,1.14,54,677.793333333333,0,67.890625,1,1,0,"3",0,0.337927591827064,-1194.12666666667
"6475","0","OCT2005",0,"SO",23,"1","P",0.0266666666666442,1051,35.4422222222222,1.77333333333333,195.366666666667,12,12,31,842.693333333333,0.2272475259,50.9921875,2,0,381.826666666667,"5",1,0.471991530113332,-979.62
"6476","0","OCT2005",620,"SN",21,"1","P",0,2251.33333333333,23,1,106,4,5.22,26,1798.56666666667,0.1051194908,57.9765625,2,1,3052,"3",1,0.473901381452499,-1418.74666666667
"6477","1","OCT2005",0,"SH",19,"1","P",0,477.333333333333,9,1,4.62,6,1,25,257.253333333333,0.080737052,77.703125,0,0,0.0133333333323789,"3",12,0.386926601867704,-378.746666666667
"6479","0","OCT2005",1,"SB",19,"1","P",1,200,2,4,51,5,3,16,385.553333333333,0.2178642857,58.8828125,2,4,229,"3",0,0.586798804450953,-408.988888888889
"6480","1","OCT2005",500,"SO",28,"1","P",0,1150,7,3,0,8.95333333333333,3.66666666666667,14,766.893333333333,0.1439719815,65.078125,1,3,541,"3",3,0.427810023904307,-950.586666666667
"6481","1","OCT2005",1200,"SO",27,"1","P",0,3750,16,2,18.6733333333333,3,5.16666666666667,14,2573,0,61.1356640625,2,1,47,"3",1,0.686133333333333,-1177
"6482","0","OCT2005",0,"SA",21,"1","P",3,750,6,2,291,20,4,14,423.806666666667,0,78.28125,4,2,539,"2",1,0.429381770326116,-582.02
"6484","1","OCT2005",1,"SD",18,"1","P",0,92.3333333333333,10,1,46.2433333333333,6,0.456666666666667,7,177.58,0.0580270138,50.9140625,0,1,0,"3",12,0.509010870520437,-190.1
"6489","1","OCT2005",0,"SF",18,"1","R",1.04,497.666666666667,3.49333333333333,1.09333333333333,10.0466666666667,10.8066666666667,0.16,16.39,258.746666666667,0,54.4709244791667,1,0,11.7688888888888,"5",1,0.379371942393341,-389.046666666667
"6494","1","OCT2005",0,"SB",22,"1","R",0.0066666666666443,387.5,17.2266666666667,1.08666666666667,13.8866666666667,7.16666666666667,0.82,10.14,332.46,0.3214018466,40.25,0,0,-8.35977213379617e-13,"5",12,0.438950964019759,-385.85
"6495","1","OCT2005",1,"SC",18,"1","P",-2.44659847936646e-14,219.166666666667,24.9324074074074,1.02666666666667,41.9983333333333,1,0.306666666666667,6.96380952380952,288.86,0.0920065022,21.87109375,0,0,1.4466666666657,"5",12,0.640213776221839,-138.466666666667
"6496","1","OCT2005",1,"SM",33,"1","R",0.00666666666664601,1578.66666666667,24.8333333333333,1.28,30.4266666666667,2.9,2.76666666666667,6.18666666666667,1136.34,0.2157313526,37.8046875,0,0,13.3466666666661,"5",12,0.52462324664921,-871.226666666667
"6497","0","OCT2005",1,"SA",20,"1","R",0.00666666666664383,210.666666666667,17.4333333333333,1.06666666666667,72.06,11.22,1.01333333333333,25.2133333333333,264.52,0.0172925745,67.484375,0,0,7.7399999999991,"5",12,0.498921033702254,-202.373333333333
"6500","1","OCT2005",100,"SB",20,"1","P",1.00666666666667,334,5.43333333333333,1.11333333333333,10.9266666666667,13.7933333333333,1.36666666666667,19.8533333333333,218.72,0,55.4229947916667,0,0,2.4599999999991,"4",12,0.408702199472908,-326.406666666667
"6501","1","OCT2005",1400,"SO",23,"1","R",1,2244.33333333333,3,3,18.9666666666667,12,5,4,1170.99333333333,0.6647325102,40.609375,1,2,9,"3",2,0.406216321874883,-1525.06666666667
"6506","0","OCT2005",0,"SB",18,"1","P",0.0466666666666428,1628,37.1666666666667,1.56666666666667,152.66,15,12,17,1152.96,0.2642570594,66.5,1,0,495.993333333333,"5",1,0.51561034404244,-1448.51333333333
"6508","1","OCT2005",0,"SO",16,"1","R",0.0199999999999769,264.8,24.0283333333333,1.03333333333333,40.7,5.3,0.353333333333333,9.19333333333333,276.593333333333,0,42.8285807291667,0,0,0.173333333332316,"4",12,0.544932586929973,-235.973333333333
"6510","0","OCT2005",700,"SC",32,"1","R",-2.09891363548801e-14,467.333333333333,24.24,1.25333333333333,144.08,4.64,1.84666666666667,6.10666666666667,699.453333333333,0,43.435992838542,0,0,13.6799999999994,"4",12,0.62253693345417,-256.68
"6516","1","OCT2005",0,"SO",88,"1","P",0,11467.6666666667,23,1,0,15,4,54,4883.98666666667,0,58.8046875,0,0,63.4866666666662,"5",12,0.458365866450693,-6656.04666666667
"6531","1","OCT2005",0,"SO",20,"3","P",0,950,13,2,0,13,1,37,495.546666666667,0.4497687481,72.703125,1,2,877,"3",0,0.406124446890699,-813.513333333333
"6532","0","OCT2005",0,"SA",18,"1","P",0.0266666666666421,165,17.3916666666667,1.08,86.64,22,0,33,164.26,0.4364310885,69.484375,1,0,18.0666666666666,"5",0,0.50563514438509,-151.251666666667
"6533","1","OCT2005",0,"SH",18,"1","P",-2.46125342329151e-14,328.333333333333,13.3644444444444,1.14,9.96,13,0,30,189.693333333333,0,60.125,1,0,11.6266666666665,"5",0,0.395110413344985,-314.866666666667
"6536","1","OCT2005",200,"SO",19,"1","P",0,500,11,2,15.9266666666667,12,1.68666666666667,21,528,0,51.78125,1,2,0,"3",0,1.056,28
"6537","1","OCT2005",0,"SE",18,"1","P",0,50,7,1,21.9933333333333,9,0,16,240.06,0.0998540095,76.125,0,1,0,"3",12,0.477399977877745,-274.031666666667
"6538","0","OCT2005",0,"SO",18,"1","P",0.0133333333333087,153.666666666667,17.3866666666667,1.09333333333333,59.3,6,2,10,183.286666666667,0.2860482922,47.859375,1,0,9.89999999999996,"5",0,0.472145970703074,-170.34
"6539","0","OCT2005",0,"SB",23,"1","R",0,214.666666666667,17,3,0,4.02666666666667,1.52666666666667,10,646.953333333333,0.1421689433,55.9765625,2,1,0,"3",0,0.771923920164567,-127.466666666667
"6540","0","OCT2005",860,"SO",28,"1","P",0,250,14,2,101.106666666667,10.1333333333333,3.56,9,340,0.0856038246,43.7734375,1,1,1038,"3",1.84666666666667,1.36,90
"6542","1","OCT2005",100,"SO",16,"1","P",0.0733333333333115,282.666666666667,12.1933333333333,1.08,11.7066666666667,16.86,0.506666666666667,8,146.526666666667,0.1150358317,43.640625,0,0,-9.95517742315618e-13,"5",12,0.340970236024315,-275.986666666667
"6543","0","OCT2005",700,"SB",25,"1","P",1,900,2,2,134.086666666667,4,2.67333333333333,6,403,0.5906109232,46.8515625,1,0,160.153333333333,"3",1,0.447777777777778,-497
"6544","1","OCT2005",0,"SC",18,"1","P",2,950,4,1,11.4133333333333,11,0,7,0,0,82.09375,1,1,0,"3",0,0,-950
"6547","0","OCT2005",1,"SO",42,"1","R",1,400,2,3,0,2,2,2,187,0.276051526,67.578125,2,3,0,"3",1,0.4675,-213
"6548","0","OCT2005",1,"SD",40,"1","R",0,380.333333333333,34,2,234.46,6.61333333333333,4,5.66666666666667,618.846666666667,0.0565413137,34.609375,1.26,0,98.7466666666667,"5",2,0.692849256730193,-420.1
"6549","1","OCT2005",2,"SO",26,"1","P",1,400,4,1,1,0,2,12.2782222222222,1,0.0132807446,45.7734375,0,1,0,"3",12,0.0025,-399
"6551","0","OCT2005",0,"SB",34,"1","H",3,950,6,5,621,12.8333333333333,4.14,33.2666666666667,497,0,76.484375,5,3,1734,"2",0,0.523157894736842,-453
"6552","0","OCT2005",1,"SB",30,"1","R",0,268.666666666667,21,3,172.4,3.22666666666667,1.72666666666667,5.372,691.48,0.2737967754,57.1796875,3,3,0,"3",0,0.66085870223961,-225.433333333333
"6553","0","OCT2005",340,"SE",19,"1","R",0,237,15,1,87.0066666666667,5.46666666666667,0.8,8.85333333333333,415.846666666667,0.2218923764,35.03125,2,1,0,"3",0,0.635728594470624,-166.293333333333
"6554","0","OCT2005",0,"SO",26,"1","R",0,302,20,1.4,105.593333333333,3.68,0,6.4,404.211428571429,0.3406473473,56.125,1,0,31.4533333333333,"5",0,0.707787369547467,-163.5
"6555","0","OCT2005",0,"SO",19,"1","P",1,200,2,1.15333333333333,51,11.2266666666667,0.92,19.3533333333333,187,0.4473384405,73.140625,1,0,22.2533333333333,"5",1,0.935,-13
"6556","0","OCT2005",980,"SB",43,"1","R",2,547,4,2,124,5.28666666666667,0,7.02,588.368,0.8199139405,41.4921875,3,2,0,"3",0,0.618201663474744,-449.093333333333
"6557","0","OCT2005",740,"SO",26,"1","R",0.0133333333333135,313.333333333333,15.7266666666667,1.46,105.453333333333,3.98666666666667,0.746666666666667,7.12,385.806666666667,0.3311154339,43.765625,2,0,29.8533333333333,"5",0,0.795675737625167,-75.8533333333333
"6558","0","OCT2005",0,"SB",30,"1","R",0.0266666666666467,309.333333333333,15.7133333333333,1.46666666666667,87.84,3.34666666666667,0.906666666666667,6.43333333333333,441.8,0.2074888288,52.6015625,2,0,34.7733333333333,"5",0,0.739068047180424,-129.093333333333
"6559","1","OCT2005",0,"SO",21,"1","R",1.06666666666667,486,4.60666666666667,1.22,10.3466666666667,13.5866666666667,1.24,17.1266666666667,228.693333333333,0.1069886633,42.5546875,1,0,55.7666666666667,"5",2,0.347827732475225,-436.753333333333
"6565","1","OCT2005",1,"SH",21,"2","R",-2.31459296173853e-14,711.666666666667,20.74,1.1,15.3666666666667,14.2333333333333,1.39333333333333,17.9533333333333,382.566666666667,0.1615302889,50.8203125,0,0,1.49333333333264,"5",12,0.386171318423956,-608.686666666667
"6568","1","OCT2005",2,"SB",18,"1","P",0.00666666666664361,134,19.427671957672,1.00666666666667,49.2866666666667,11.7666666666667,0.0799999999999999,28.0333333333333,211.313333333333,0.2174619478,76.703125,0,0,-1.02204467111733e-12,"5",12,0.483283090019904,-192.393333333333
"6571","0","OCT2005",1560,"SO",46,"1","H",1,400,3,10,1,8.47333333333333,7,9,372,0.0152045561,57.53125,2,4,65,"1",0,0.93,-28
"6577","0","OCT2005",500,"SO",20,"1","R",-2.26063612274174e-14,241.666666666667,19.44,1.14666666666667,88.4176666666667,8.26666666666667,0.993333333333333,7.45333333333333,289.631111111111,0,26.9609375,0,0,1.95999999999916,"5",12,0.483855842471331,-240.506666666667
"6579","1","OCT2005",0,"SH",20,"1","P",0.00666666666664247,368,13.82,1.08666666666667,11.2666666666667,13.5033333333333,1.30888888888889,20.98,222.84,0.0304333469,77.609375,0,0,8.88666666666577,"5",12,0.39276947025894,-386.646666666667
"6597","1","OCT2005",60,"SO",20,"1","P",0,875.666666666667,22,1,5.90666666666667,28,2,22,437.32,0.1364567955,68.6875,2,1,0,"3",0,0.405461225662414,-689.053333333333
"6598","1","OCT2005",0,"SO",19,"1","P",0,880,40,1.1,72.1666666666667,12.7533333333333,1.2,22,859.266666666667,0,98.546875,0,0,5.9133333333326,"5",12,0.525635018029974,-589.466666666667
"6599","1","OCT2005",280,"SO",29,"1","P",0,400,16,2,98.72,12,11,17,1966.11333333333,0,97.171875,1,2,295,"2",4,0.624413986532293,-556.806666666667
"6602","1","OCT2005",0,"FT",26,"1","R",1,1350,2,1,0,11.6866666666667,1.62,2,341,0,85.5,1,1,0,"3",1,0.252592592592593,-1009
"6603","0","OCT2005",0,"SO",19,"1","P",1,600,2,2,1,7.29333333333333,1.14,1,309,1.3014599718,42.484375,1,2,309,"3",1,0.515,-291
"6604","0","OCT2005",0,"SN",26,"1","R",2,200,2,2,161,8.59,2,11.4466666666667,156,0.0921183478,56.9140625,1,1,0,"3",2,0.78,-44
"6606","1","OCT2005",1460,"SN",25,"1","P",0,1934,11,1,28.52,12.76,4.81333333333333,17.8266666666667,957.746666666667,0.2447579033,38.5390625,0,1,0,"3",12,0.399739894519272,-1477.14666666667
"6607","1","OCT2005",1,"SB",36,"1","R",0,682.666666666667,35,1.26,20.2466666666667,2.13333333333333,1.25333333333333,5.04,890.113333333333,0.0474214347,53.9921875,0,0,3.45333333333262,"5",12,0.588087966920489,-590.94
"6608","0","OCT2005",1,"SN",22,"1","R",0.0199999999999764,310.333333333333,20.7866666666667,1.22,75.4,3.68666666666667,1.02,8.16666666666667,386.886666666667,0.3351643048,59.34375,1,0,42.1066666666667,"5",1,0.566687224776553,-269.053333333333
"6609","1","OCT2005",1,"SO",17,"1","P",-2.42624439058166e-14,154.333333333333,27.2133333333333,1,43.2466666666667,11.5844444444444,0.12,20.1555555555556,236.84,0.08732936,63.53125,0,0,-1.07074053327475e-12,"5",12,0.583166418406219,-164.78
"6611","1","OCT2005",0,"SH",18,"1","R",-2.30034509958917e-14,600,24.3533333333333,1.03333333333333,18.1566666666667,8.69333333333333,0.36,13.28,398.846666666667,0,52.2943359375,0,0,0.333333333332398,"4",12,0.437871249459538,-490.513333333333
"6612","1","OCT2005",1,"SL",25,"4","R",0.0133333333333111,929.666666666667,24.6011111111111,1.28666666666667,16.82,0,1.65333333333333,5.05333333333333,611.446666666667,0,31.89453125,0,0,27.9099999999994,"5",12,0.488125638364816,-648.833333333333
"6615","0","OCT2005",0,"SO",20,"1","R",1.10666666666667,189,3.74,1.24666666666667,57.2333333333333,8.06666666666667,0.826666666666667,9.62666666666667,225.333333333333,0.5130413622,31.73828125,1.17333333333333,0,18.6666666666666,"5",3,0.569470225365552,-181.853333333333
"6618","0","OCT2005",1,"SE",21,"1","P",1,50,5,3,0,2,1,3,514.628,0.9255612884,41.0859375,2,3,0,"3",1,0.579913515060309,-388.666666666667
"6619","1","OCT2005",1000,"SB",24,"1","R",0.00666666666664468,533,16.58,1.16666666666667,19.0266666666667,2.44666666666667,0.74,4.95333333333333,435.853333333333,0.1567933839,42.265625,1.06666666666667,0,22.7466666666666,"5",3,0.498563425456047,-490.093333333333
"6621","0","OCT2005",0,"SO",26,"1","P",-2.30408285043874e-14,311,23.8866666666667,1.15333333333333,96.4862222222222,5.72,2.54,9.01333333333333,368.333333333333,0.1877099937,38.171875,0,0,4.66666666666595,"5",12,0.606049983611655,-209.15
"6623","1","OCT2005",0,"SB",17,"1","P",-2.38190948446496e-14,198.833333333333,29.5111111111111,1.02,50.7133333333333,2,0.14,16,344.8,0.3703528438,76.015625,0,0,0.173333333332371,"5",12,0.710650541006736,-144.346666666667
"6628","0","OCT2005",0,"SO",18,"1","R",0.0133333333333097,235.666666666667,17.6666666666667,1.04,76.4933333333333,18,0,25,291.873333333333,0,86.09375,1,0,25.1855555555555,"5",1,0.486580701399944,-239.886666666667
"6644","1","OCT2005",1,"SA",19,"1","P",0,501,13,1,0,23,1,30,244.866666666667,0,68.4375,0,1,0,"3",12,0.360748321545256,-397.1
"6645","1","OCT2005",1400,"SO",25,"1","P",1,2454.33333333333,1,4,0,26,6,26,1408.93333333333,0,69.640625,3,1,0,"3",1,0.429977475839012,-1562.80666666667
"6646","0","OCT2005",0,"SB",20,"1","P",0,2200,8,1,59,14,3,21,2076,0.3080344275,69.390625,2,1,123,"3",0,0.943636363636364,-124
"6648","1","OCT2005",1,"SB",22,"1","P",0,950,28,1,19.76,7,2,20,671.124,0,58.2890625,1,1,916,"3",0.733333333333333,0.471716446579654,-692.3
"6649","1","OCT2005",0,"SC",20,"3","P",1,333.666666666667,5,1.22,41,19,2,17,262.866666666667,0.139377262,45.875,1,0,90.0666666666667,"5",2,0.435012957357516,-298.206666666667
"6650","1","OCT2005",0,"SL",46,"2","P",1,500,6,2,1,6,5.10944444444444,17,952.786666666667,0.0779877636,82.75,1,2,343,"3",2,0.57203604701459,-774.773333333333
"6652","1","OCT2005",0,"SO",18,"1","P",1.05333333333333,278.666666666667,2.95333333333333,1.12,3.34,12,0,4,147.966666666667,0.0458211851,59.515625,1,0,1.52666666666649,"5",1,0.380377215259148,-234.006666666667
"6654","1","OCT2005",0,"SF",18,"1","P",-2.40130137996175e-14,387.333333333333,14.4544444444444,1.04,5.90666666666667,17,0,3,201.386666666667,0.0159014193,44.6953125,0,0,-9.66527598696606e-13,"5",12,0.383437335342908,-308.68
"6655","0","OCT2005",0,"SO",22,"1","P",3,673,2,1,675,10.0266666666667,3,2,525.8,0.2929516966,61.8046875,4,0,188.393333333333,"1",1,0.502763528269979,-487.413333333333
